student_id,school,grade,section,gender,age,attendance_pct,study_hours_daily,internet_access,parent_education,mathematics,science,english,social_science,computer
STU-0248,North Academy,9,C,Female,14,98.7,7.0,No,Secondary,100.0,93.8,99.7,92.7,100.0
STU-0249,West Senior,9,C,Male,14,78.4,2.6,No,Secondary,58.5,62.1,52.6,70.7,80.5
STU-0250,East Model,10,C,Female,15,77.5,1.5,No,Secondary,44.2,82.7,66.6,55.9,62.5
STU-0251,South Public,10,C,Male,15,75.6,1.3,No,Secondary,59.2,54.7,72.5,64.0,73.1
STU-0252,South Public,9,B,Female,14,76.0,2.9,No,Secondary,54.1,70.3,82.1,72.6,75.9
STU-0253,North Academy,9,C,Female,14,84.1,4.8,Yes,Graduate,77.2,67.1,89.1,76.7,63.2
STU-0254,West Senior,12,A,Female,17,75.1,2.0,Yes,Secondary,62.1,66.7,61.8,82.7,73.7
STU-0255,South Public,12,C,Female,17,80.9,1.0,No,Graduate,69.3,61.9,55.6,60.9,73.5
STU-0256,South Public,11,A,Female,16,76.2,4.9,Yes,Secondary,62.8,72.0,87.6,77.3,90.6
STU-0257,North Academy,11,C,Male,16,61.6,1.3,Yes,Graduate,42.8,46.9,56.2,75.5,57.7
STU-0258,North Academy,9,A,Female,14,71.0,2.0,Yes,Primary,56.8,42.2,62.0,48.4,58.0
STU-0259,North Academy,12,A,Male,17,77.3,3.4,No,Secondary,84.0,51.5,82.1,50.7,63.0
STU-0260,East Model,12,C,Male,17,93.9,6.3,Yes,Secondary,78.2,81.4,92.4,93.3,86.9
STU-0261,West Senior,10,A,Male,15,71.3,2.4,No,Secondary,61.9,79.1,53.2,68.3,73.8
STU-0262,West Senior,10,B,Male,15,81.6,1.8,Yes,Secondary,47.5,63.2,68.8,86.5,64.4
STU-0263,West Senior,11,B,Male,16,68.8,2.9,No,Graduate,47.5,60.8,53.1,64.0,60.7
STU-0264,North Academy,12,A,Female,17,78.7,3.3,Yes,Graduate,79.3,50.6,65.7,84.9,73.1
STU-0265,West Senior,9,A,Male,14,90.7,1.8,Yes,Graduate,74.5,72.8,58.7,73.8,81.9
STU-0266,West Senior,11,B,Female,17,85.3,1.6,Yes,Secondary,62.7,56.5,78.7,51.7,86.4
STU-0267,North Academy,11,B,Female,17,83.6,2.1,Yes,Postgraduate,74.1,64.8,65.9,69.3,75.9
STU-0268,West Senior,9,B,Female,14,77.7,0.8,No,Graduate,46.1,51.9,78.1,60.2,68.1
STU-0269,West Senior,11,A,Male,16,91.7,1.1,Yes,Graduate,61.2,64.0,45.6,59.6,66.3
STU-0270,North Academy,11,C,Female,17,86.0,2.9,Yes,Primary,68.6,68.2,77.2,90.1,73.1
STU-0271,South Public,9,A,Female,14,72.5,1.1,Yes,Secondary,49.8,43.9,62.5,77.2,57.3
STU-0272,South Public,12,C,Female,17,93.2,1.5,Yes,Secondary,57.8,74.1,61.4,77.6,76.9
STU-0273,East Model,11,B,Male,16,80.7,1.3,Yes,Graduate,73.9,70.5,56.8,62.4,61.0
STU-0274,West Senior,12,C,Female,17,74.2,0.6,Yes,Secondary,58.7,42.2,52.8,63.3,60.9
STU-0275,West Senior,9,B,Female,14,96.8,1.5,Yes,Graduate,73.8,71.6,76.6,64.1,70.3
STU-0276,North Academy,9,A,Female,15,71.9,2.0,Yes,Secondary,65.2,62.8,72.5,46.9,73.4
STU-0277,North Academy,12,A,Male,17,80.2,1.1,Yes,Graduate,61.5,49.6,76.4,57.3,76.3
STU-0278,West Senior,10,C,Male,15,87.6,5.9,Yes,Secondary,77.6,71.2,94.6,78.3,88.7
STU-0279,West Senior,12,C,Female,18,90.1,1.9,Yes,Postgraduate,60.5,59.6,55.1,55.6,75.6
STU-0280,South Public,11,A,Female,16,80.1,2.1,Yes,Graduate,72.9,61.1,62.2,61.4,65.6
STU-0281,East Model,12,A,Female,17,91.2,1.1,No,Primary,59.5,77.1,95.5,66.6,78.0
STU-0282,North Academy,11,C,Male,17,87.0,1.9,Yes,Secondary,58.3,41.7,90.6,77.6,94.1
STU-0283,South Public,12,C,Female,18,96.2,3.8,Yes,Secondary,64.1,73.6,80.1,76.8,82.0
STU-0284,East Model,12,B,Female,18,89.3,0.5,Yes,Graduate,68.0,59.0,39.1,66.7,85.6
STU-0285,South Public,11,C,Female,17,86.6,1.2,Yes,Secondary,59.2,60.8,60.2,60.9,79.2
STU-0286,West Senior,10,C,Female,15,95.4,3.1,Yes,Postgraduate,73.2,70.6,86.3,78.5,71.4
STU-0287,East Model,10,B,Male,15,74.8,0.9,Yes,Postgraduate,53.6,62.8,39.2,51.6,61.7
STU-0288,East Model,12,A,Male,17,72.3,2.2,No,Primary,28.7,54.6,64.2,62.8,60.0
STU-0289,East Model,10,A,Female,15,77.1,2.9,No,Graduate,66.8,67.5,95.3,58.5,80.8
STU-0290,North Academy,12,A,Male,17,94.9,0.3,Yes,Postgraduate,51.2,48.5,56.7,62.3,73.8
STU-0291,South Public,11,C,Male,16,82.3,1.0,No,Graduate,56.4,64.7,65.6,40.1,62.4
STU-0292,South Public,9,A,Male,14,92.7,5.1,Yes,Primary,79.8,78.8,67.4,72.7,80.2
STU-0293,North Academy,11,A,Male,16,79.4,2.6,Yes,Graduate,55.9,67.0,70.1,77.6,66.5
STU-0294,West Senior,9,A,Male,14,64.3,2.0,Yes,Secondary,54.1,59.7,67.8,59.2,57.7
STU-0295,North Academy,10,A,Male,16,79.1,3.4,Yes,Primary,61.4,74.0,69.3,82.3,82.2
STU-0296,West Senior,10,B,Male,15,86.3,2.3,Yes,Secondary,67.7,73.5,81.6,75.7,58.5
STU-0297,North Academy,9,C,Female,14,74.2,1.6,No,Secondary,57.8,76.2,64.8,68.0,42.3
STU-0298,West Senior,12,B,Female,17,74.9,1.2,No,Secondary,62.9,67.1,50.0,60.1,57.9
STU-0299,South Public,12,C,Female,18,97.1,4.4,Yes,Graduate,71.6,75.4,90.9,75.1,77.5
STU-0300,East Model,10,C,Male,15,58.7,1.2,Yes,Secondary,45.6,54.8,60.0,52.2,60.6
STU-0301,East Model,10,C,Female,16,65.3,6.0,Yes,Secondary,80.2,100.0,85.2,72.9,85.6
STU-0302,West Senior,9,A,Male,14,71.2,1.4,Yes,Primary,39.7,85.4,72.7,51.6,66.1
STU-0303,North Academy,11,A,Male,16,84.1,3.4,No,Secondary,59.9,78.5,71.7,67.0,75.9
STU-0304,West Senior,11,A,Female,16,81.4,1.0,Yes,Graduate,51.7,59.0,74.8,41.7,48.4
STU-0305,South Public,9,C,Female,14,81.0,0.5,Yes,Primary,43.5,72.6,61.1,73.6,72.0
STU-0306,South Public,9,B,Female,15,100.0,0.4,Yes,Graduate,55.5,50.0,64.9,78.0,75.3
STU-0307,North Academy,9,B,Female,14,73.9,4.4,Yes,Postgraduate,71.9,69.1,85.9,72.7,71.3
STU-0308,East Model,9,A,Male,14,77.8,7.0,No,Secondary,91.3,76.5,64.7,78.1,95.9
STU-0309,South Public,10,C,Female,16,79.6,3.8,No,Secondary,60.4,80.7,53.4,72.3,82.6
STU-0310,South Public,12,C,Female,17,99.5,2.1,No,Primary,67.3,84.8,76.8,60.1,57.9
STU-0311,East Model,12,A,Female,17,91.9,2.1,Yes,Secondary,73.6,58.3,70.5,71.1,70.2
STU-0312,South Public,9,B,Female,14,94.5,5.2,Yes,Secondary,82.5,77.2,72.5,85.2,97.5
STU-0313,South Public,11,C,Female,16,87.6,1.7,Yes,Graduate,64.1,63.1,70.7,54.1,76.8
STU-0314,North Academy,9,A,Female,14,94.3,5.1,Yes,Secondary,68.6,74.7,82.8,79.7,96.0
STU-0315,East Model,10,B,Female,15,85.5,2.7,Yes,Secondary,67.8,66.2,82.7,68.6,62.8
STU-0316,North Academy,12,C,Female,18,82.3,2.7,Yes,Graduate,50.7,79.1,60.8,62.7,82.4
STU-0317,East Model,11,C,Female,16,82.8,4.1,No,Graduate,53.0,,80.7,77.2,89.2
STU-0318,West Senior,9,A,Female,14,88.3,1.2,Yes,Graduate,76.1,58.3,65.9,73.9,78.6
STU-0319,North Academy,12,B,Female,17,74.4,4.8,Yes,Secondary,64.7,73.7,93.6,69.9,71.8
STU-0320,South Public,12,C,Male,17,84.1,1.5,Yes,Secondary,54.0,76.4,80.7,58.4,61.2
STU-0321,East Model,11,C,Male,16,88.6,1.9,Yes,Secondary,59.1,59.0,68.0,58.7,68.9
STU-0322,North Academy,12,A,Male,18,80.6,2.0,Yes,Postgraduate,64.3,58.5,62.8,81.4,71.4
STU-0323,East Model,10,A,Male,15,70.7,1.7,Yes,Graduate,63.8,64.7,72.0,51.4,73.5
STU-0324,South Public,12,A,Female,18,98.1,2.2,Yes,Secondary,50.7,67.8,86.4,61.6,68.4
STU-0325,East Model,10,B,Male,15,95.5,2.1,Yes,Secondary,55.1,55.5,73.3,56.6,64.8
STU-0326,East Model,10,C,Female,16,88.1,2.1,Yes,Graduate,56.2,54.4,69.8,58.4,80.5
STU-0327,North Academy,9,B,Male,15,78.5,2.6,Yes,Secondary,49.6,64.6,62.0,54.2,83.8
STU-0328,North Academy,10,C,Female,16,82.7,1.9,No,Secondary,61.7,52.6,44.4,76.7,72.8
STU-0329,East Model,10,A,Male,16,82.3,1.5,Yes,Graduate,61.4,56.4,73.9,71.4,63.6
STU-0330,West Senior,9,B,Male,14,79.4,2.3,Yes,Graduate,71.6,83.8,61.3,81.0,72.1
STU-0331,South Public,11,A,Male,16,86.9,0.7,No,Secondary,57.8,52.4,69.1,84.5,53.8
STU-0332,South Public,10,C,Male,15,89.6,2.1,Yes,Primary,45.9,67.1,68.2,75.1,62.0
STU-0333,East Model,11,C,Female,16,79.7,2.5,Yes,Secondary,59.5,59.2,73.9,66.3,67.1
STU-0334,South Public,12,C,Male,17,62.0,4.3,Yes,Secondary,75.2,57.4,73.3,66.2,82.4
STU-0335,West Senior,10,C,Female,15,90.9,3.1,No,Secondary,50.1,70.9,62.6,62.6,77.7
STU-0336,West Senior,9,C,Male,14,77.9,3.2,Yes,Graduate,65.1,91.4,66.8,67.7,63.6
STU-0337,East Model,11,B,Male,17,72.2,0.9,No,Postgraduate,43.5,71.3,56.2,71.7,60.5
STU-0338,West Senior,12,B,Male,17,92.2,0.6,No,Graduate,56.3,50.3,73.6,60.9,74.2
STU-0339,North Academy,12,A,Male,17,92.6,6.1,Yes,Secondary,79.1,81.8,62.4,84.6,87.2
STU-0340,North Academy,9,A,Male,14,71.7,2.0,No,Secondary,63.4,65.1,59.2,69.6,53.2
STU-0341,East Model,11,C,Male,16,80.1,1.6,No,Graduate,59.0,53.8,69.1,53.4,72.2
STU-0342,North Academy,9,C,Male,14,86.1,2.9,Yes,Graduate,87.2,56.4,85.6,83.0,83.8
STU-0343,East Model,11,A,Female,16,84.1,1.1,No,Secondary,46.7,62.5,63.7,52.8,48.3
STU-0344,East Model,12,B,Female,17,75.3,2.0,Yes,Graduate,52.7,56.2,73.3,67.9,78.1
STU-0345,East Model,12,B,Female,18,65.9,2.1,Yes,Secondary,50.6,62.8,69.9,55.8,56.0
STU-0346,South Public,12,A,Female,17,73.5,0.4,No,Secondary,57.8,59.5,57.3,34.2,67.3
STU-0347,West Senior,9,C,Female,14,76.3,2.4,Yes,Primary,78.7,55.7,68.1,65.9,72.1
STU-0348,West Senior,10,A,Male,16,78.0,3.4,Yes,Graduate,70.7,67.3,75.5,81.0,84.8
STU-0349,South Public,12,B,Female,17,88.7,1.6,Yes,Secondary,64.3,94.7,70.8,76.7,82.2
STU-0350,West Senior,9,A,Male,15,84.4,4.1,Yes,Secondary,55.0,77.1,71.1,63.4,80.2
STU-0351,East Model,10,B,Male,16,84.1,1.9,Yes,Graduate,71.6,64.9,69.8,80.0,83.8
STU-0352,East Model,10,C,Male,15,86.4,0.5,Yes,Secondary,64.5,55.0,56.9,64.5,68.1
STU-0353,South Public,10,B,Male,15,73.9,1.3,Yes,Postgraduate,43.6,54.9,66.2,72.9,59.3
STU-0354,South Public,12,B,Female,17,85.1,2.5,No,Graduate,65.7,78.3,74.6,60.4,58.4
STU-0355,North Academy,9,C,Female,14,100.0,4.7,Yes,Secondary,97.1,76.7,98.4,61.8,86.9
STU-0356,East Model,12,B,Male,18,63.6,3.0,Yes,Graduate,71.9,58.7,55.9,58.0,74.0
STU-0357,West Senior,11,C,Female,16,89.1,3.9,No,Graduate,67.9,75.9,88.5,71.6,60.0
STU-0358,East Model,10,C,Male,16,100.0,2.1,No,Primary,63.6,76.4,74.0,82.1,75.0
STU-0359,West Senior,11,A,Female,16,68.2,1.3,Yes,Primary,39.4,37.9,70.9,55.6,60.4
STU-0360,West Senior,9,B,Female,15,83.2,1.8,No,Graduate,73.8,69.0,53.2,57.6,86.4
STU-0361,East Model,12,A,Male,17,94.9,1.9,No,Graduate,73.6,66.9,62.2,59.5,78.4
STU-0362,North Academy,12,A,Male,17,84.8,2.1,No,Secondary,68.9,84.1,69.5,57.2,54.3
STU-0363,East Model,11,C,Male,16,86.1,0.9,Yes,Postgraduate,49.1,58.2,63.3,64.4,53.9
STU-0364,West Senior,12,A,Male,17,86.3,3.8,Yes,Secondary,69.2,71.6,79.2,65.0,69.5
STU-0365,North Academy,10,C,Female,15,73.6,0.9,No,Graduate,35.3,42.7,58.5,60.3,61.7
STU-0366,East Model,12,A,Female,17,77.3,3.0,Yes,Graduate,68.0,73.5,67.8,54.4,100.0
STU-0367,North Academy,9,C,Female,14,76.0,1.9,Yes,Secondary,51.2,63.8,67.8,54.5,70.2
STU-0368,North Academy,10,B,Male,15,79.2,3.5,Yes,Secondary,67.3,71.8,72.0,58.9,64.6
STU-0369,North Academy,11,C,Female,17,74.4,3.2,Yes,Secondary,61.8,66.1,85.8,64.9,64.8
STU-0370,South Public,12,A,Male,17,85.9,4.5,Yes,Secondary,66.3,80.6,82.3,73.8,81.5
STU-0371,South Public,11,B,Male,16,87.4,1.4,No,Primary,73.2,73.3,72.8,48.8,78.1
STU-0372,East Model,10,B,Female,15,98.6,3.5,Yes,Secondary,72.2,61.9,88.9,92.6,76.3
STU-0373,North Academy,9,B,Male,14,81.9,1.0,Yes,Secondary,85.7,52.7,71.5,57.2,73.6
STU-0374,North Academy,9,A,Female,14,79.8,3.3,Yes,Postgraduate,57.5,55.0,83.7,79.1,83.4
STU-0375,West Senior,11,A,Female,16,93.2,1.5,Yes,Graduate,68.7,81.7,58.0,70.0,70.1
STU-0376,South Public,10,A,Female,15,79.4,1.6,Yes,Secondary,48.5,58.5,72.3,67.6,85.8
STU-0377,North Academy,12,C,Male,17,90.5,3.4,Yes,Primary,70.1,66.7,86.4,82.6,75.9
STU-0378,East Model,9,A,Female,14,88.1,1.9,Yes,Secondary,52.4,63.7,86.9,76.7,63.9
STU-0379,East Model,12,C,Female,18,81.0,3.6,Yes,Postgraduate,60.7,68.0,75.3,89.5,67.1
STU-0380,South Public,12,C,Female,18,81.4,3.3,No,Secondary,60.4,65.0,75.9,68.2,78.3
STU-0381,West Senior,11,A,Female,16,73.8,1.7,No,Secondary,43.7,49.3,55.9,44.5,62.4
STU-0382,North Academy,9,C,Male,15,88.1,2.6,Yes,Graduate,73.6,79.6,77.9,82.0,71.7
STU-0383,North Academy,9,A,Male,14,79.4,2.7,No,Secondary,75.4,70.3,72.7,50.0,52.9
STU-0384,North Academy,12,C,Male,17,80.9,2.8,Yes,Primary,62.1,59.9,59.5,64.8,86.7
STU-0385,South Public,11,C,Female,16,79.9,0.7,Yes,Graduate,51.4,41.2,74.2,51.1,62.9
STU-0386,West Senior,11,C,Male,17,91.4,2.1,No,Primary,52.0,68.4,73.0,71.9,65.3
STU-0387,North Academy,12,C,Female,17,70.8,2.4,No,Graduate,50.7,69.9,48.3,60.1,81.0
STU-0388,East Model,12,A,Female,17,81.6,1.9,Yes,Postgraduate,68.7,63.5,64.1,67.1,63.5
STU-0389,South Public,12,A,Male,17,92.6,1.5,No,Graduate,64.1,56.7,64.9,61.1,68.9
STU-0390,West Senior,12,B,Male,17,57.3,1.7,Yes,Secondary,43.2,29.8,57.9,35.4,65.4
STU-0391,North Academy,12,A,Male,17,76.4,3.4,Yes,Secondary,57.4,77.4,75.0,65.7,64.2
STU-0392,West Senior,10,A,Male,15,73.7,0.9,Yes,Secondary,68.3,53.6,71.9,69.4,63.1
STU-0393,South Public,9,A,Female,14,76.4,1.5,Yes,Graduate,72.6,53.0,64.5,56.5,74.2
STU-0394,East Model,9,A,Female,14,90.5,1.8,Yes,Secondary,68.6,85.7,72.5,74.3,59.2
STU-0395,South Public,9,B,Male,14,72.8,2.3,Yes,Secondary,46.5,55.7,71.8,68.6,79.3
STU-0396,East Model,10,B,Male,15,77.1,3.4,Yes,Graduate,47.5,82.3,69.7,70.0,75.8
STU-0397,North Academy,9,C,Female,15,76.8,0.7,Yes,Postgraduate,50.7,71.5,79.8,63.5,50.8
STU-0398,West Senior,9,B,Female,14,82.1,2.0,No,Secondary,67.8,69.6,57.4,66.9,88.2
STU-0399,East Model,11,B,Male,16,73.4,1.3,Yes,Secondary,57.7,56.9,55.8,77.0,62.0
STU-0400,East Model,9,B,Male,15,63.3,3.5,Yes,Secondary,67.2,71.1,79.9,65.8,73.5
STU-0401,North Academy,11,C,Female,16,83.8,4.8,No,Postgraduate,67.9,81.9,76.0,73.2,76.7
STU-0402,South Public,12,B,Female,17,75.3,1.6,Yes,Graduate,63.7,60.6,71.5,67.9,68.9
STU-0403,East Model,9,C,Female,15,91.9,2.3,Yes,Graduate,79.4,70.5,76.3,72.0,66.7
STU-0404,West Senior,12,B,Female,17,100.0,6.1,Yes,Secondary,85.2,80.2,93.0,100.0,100.0
STU-0405,East Model,11,A,Female,16,87.3,2.0,No,Secondary,49.3,63.0,60.1,55.6,72.1
STU-0406,West Senior,11,C,Male,16,77.8,1.2,Yes,Primary,66.7,72.9,67.3,75.7,65.8
STU-0407,West Senior,10,B,Female,15,62.8,2.5,Yes,Graduate,59.6,79.1,71.4,71.2,53.3
STU-0408,West Senior,10,C,Female,15,87.6,1.5,Yes,Graduate,58.3,52.2,74.0,62.8,56.4
STU-0409,East Model,11,A,Female,17,89.6,3.3,No,Graduate,94.7,76.0,71.0,58.8,67.1
STU-0410,North Academy,10,A,Male,15,92.6,1.9,No,Secondary,78.7,68.0,64.8,60.2,62.2
STU-0411,West Senior,12,A,Female,17,59.3,1.4,Yes,Graduate,41.7,39.5,48.8,70.4,60.3
STU-0412,East Model,9,C,Female,14,100.0,1.6,No,Graduate,69.9,36.1,76.2,85.9,63.2
STU-0413,West Senior,9,B,Female,15,78.7,4.4,No,Graduate,63.4,65.2,57.8,90.1,65.8
STU-0414,East Model,11,C,Male,16,96.7,5.0,Yes,Postgraduate,77.3,94.7,88.2,75.3,65.9
STU-0415,East Model,10,A,Female,15,94.8,2.3,Yes,Graduate,68.2,56.9,71.5,75.9,80.9
STU-0416,West Senior,11,C,Female,16,66.0,1.4,No,Postgraduate,51.3,64.1,48.5,63.0,66.8
STU-0417,West Senior,12,B,Female,17,65.3,3.6,Yes,Graduate,52.8,75.8,55.3,58.1,62.2
STU-0418,South Public,12,B,Female,17,72.1,0.8,Yes,Primary,45.4,55.0,49.4,43.6,52.3
STU-0419,East Model,11,B,Female,16,73.8,1.3,Yes,Graduate,80.3,67.3,46.6,41.7,70.9
STU-0420,North Academy,12,C,Male,18,87.4,0.5,Yes,Secondary,46.3,46.6,61.9,61.3,50.2
STU-0421,North Academy,11,C,Male,16,83.8,1.0,No,Secondary,50.1,45.1,47.3,71.3,52.0
STU-0422,North Academy,11,C,Female,16,77.5,4.0,Yes,Secondary,68.0,60.8,49.1,81.8,61.0
STU-0423,South Public,9,C,Female,14,78.5,1.2,Yes,Graduate,63.1,58.7,59.0,56.1,71.4
STU-0424,South Public,11,B,Female,16,91.7,1.4,Yes,Postgraduate,72.5,64.6,64.1,78.9,76.4
STU-0425,West Senior,12,B,Male,17,66.5,2.3,Yes,Graduate,62.5,74.2,62.7,62.9,55.8
STU-0426,South Public,12,B,Male,17,86.9,1.0,Yes,Primary,47.4,64.3,80.9,60.7,65.1
STU-0427,North Academy,9,C,Female,14,72.8,3.1,Yes,Postgraduate,74.3,40.5,65.7,45.6,64.4
STU-0428,South Public,11,B,Female,17,89.9,3.1,Yes,Graduate,80.4,73.0,77.1,81.8,76.2
STU-0429,West Senior,11,B,Male,16,92.7,0.9,Yes,Graduate,58.7,50.4,64.7,80.4,79.7
STU-0430,North Academy,9,A,Female,14,90.2,2.6,Yes,Graduate,57.7,52.2,86.7,60.0,68.5
STU-0431,East Model,11,A,Male,16,89.7,3.4,No,Graduate,84.1,75.9,81.0,53.1,73.4
STU-0432,East Model,9,C,Male,14,71.2,4.0,Yes,Postgraduate,74.6,81.4,63.0,85.8,75.3
STU-0433,South Public,11,B,Male,16,86.7,3.4,Yes,Secondary,65.0,73.3,66.9,64.8,97.3
STU-0434,North Academy,9,C,Female,14,69.2,1.2,No,Secondary,61.3,56.9,53.9,43.1,56.9
STU-0435,West Senior,9,A,Female,15,89.2,2.7,Yes,Primary,55.1,81.5,88.2,82.1,54.0
STU-0436,South Public,11,B,Female,16,70.4,4.6,Yes,Primary,70.6,73.5,64.3,60.9,70.4
STU-0437,South Public,12,A,Male,17,88.3,2.3,Yes,Graduate,77.9,48.2,88.4,60.0,56.9
STU-0438,West Senior,11,C,Male,16,65.9,1.2,Yes,Secondary,64.9,41.8,45.5,65.3,54.1
STU-0439,West Senior,12,A,Male,18,100.0,2.0,Yes,Secondary,77.7,74.4,85.3,67.3,60.5
STU-0440,South Public,11,A,Male,17,71.3,1.7,Yes,Graduate,57.8,54.3,55.3,80.7,54.8
STU-0441,East Model,9,A,Male,14,90.8,2.7,Yes,Primary,48.8,65.9,72.7,85.8,69.6
STU-0442,North Academy,11,A,Female,16,77.1,3.1,Yes,Secondary,72.2,62.5,68.2,65.0,76.8
STU-0443,South Public,9,C,Female,14,84.4,3.5,Yes,Graduate,80.8,75.1,90.5,68.5,79.5
STU-0444,East Model,10,A,Male,15,79.0,1.4,Yes,Secondary,48.5,56.8,54.4,62.4,59.5
STU-0445,North Academy,12,B,Female,17,84.4,0.8,No,Graduate,41.7,40.9,47.2,52.8,84.5
STU-0446,South Public,11,C,Female,16,88.3,1.6,Yes,Secondary,40.1,78.2,69.4,64.0,77.9
STU-0447,North Academy,9,A,Female,15,87.0,1.9,No,Secondary,53.3,52.4,60.4,71.3,53.4
STU-0448,South Public,11,A,Male,17,86.6,1.5,Yes,Graduate,61.4,72.4,74.1,75.6,81.6
STU-0449,West Senior,12,B,Female,17,67.8,3.4,Yes,Primary,55.1,57.2,86.0,61.6,58.7
STU-0450,South Public,9,B,Female,14,88.7,1.2,Yes,Primary,72.9,63.3,69.3,73.2,82.9
STU-0451,North Academy,12,A,Female,17,86.9,1.6,No,Secondary,57.7,64.0,58.6,64.0,61.3
STU-0452,North Academy,11,C,Female,17,77.7,2.6,Yes,Postgraduate,74.3,76.9,69.1,60.5,77.1
STU-0453,West Senior,10,B,Male,15,83.1,2.0,Yes,Graduate,61.0,64.1,66.9,62.6,78.9
STU-0454,East Model,10,A,Female,15,67.2,2.7,Yes,Secondary,51.8,68.0,57.7,52.1,84.5
STU-0455,North Academy,9,B,Female,14,80.6,1.2,No,Graduate,64.0,57.9,60.6,58.8,70.7
STU-0456,East Model,12,B,Female,17,70.1,6.1,Yes,Secondary,71.2,76.0,69.2,79.6,64.8
STU-0457,West Senior,11,C,Male,17,85.0,4.2,No,Graduate,57.8,69.0,67.3,66.1,73.5
STU-0458,South Public,12,A,Female,17,100.0,3.7,No,Postgraduate,69.8,67.8,58.6,87.0,71.1
STU-0459,South Public,9,A,Male,14,78.8,0.9,Yes,Primary,56.1,47.0,74.0,51.2,70.3
STU-0460,South Public,10,A,Female,15,96.7,4.4,Yes,Secondary,84.3,84.3,79.8,82.6,89.2
STU-0461,North Academy,9,A,Female,14,95.6,3.6,Yes,Secondary,93.4,79.5,52.1,77.7,65.6
STU-0462,North Academy,10,C,Female,15,76.9,1.2,No,Secondary,45.0,57.9,63.8,68.3,57.4
STU-0463,West Senior,9,A,Female,15,94.7,3.1,Yes,Postgraduate,85.8,79.4,81.3,63.7,61.5
STU-0464,East Model,11,B,Male,16,82.2,4.0,Yes,Graduate,69.8,68.4,70.8,72.6,75.2
STU-0465,North Academy,9,C,Female,14,71.1,0.3,Yes,Secondary,41.6,70.0,64.8,66.8,39.6
STU-0466,South Public,11,A,Male,16,93.8,2.4,Yes,Graduate,77.3,77.2,79.8,74.2,62.0
STU-0467,West Senior,9,C,Male,14,96.0,2.3,Yes,Graduate,65.7,76.2,68.6,80.3,66.3
STU-0468,South Public,11,B,Male,17,85.0,0.5,Yes,Secondary,57.8,59.5,54.2,74.4,74.5
STU-0469,South Public,9,C,Male,14,93.7,2.1,Yes,Postgraduate,80.7,61.8,55.9,70.6,67.4
STU-0470,North Academy,11,B,Female,16,89.5,0.6,Yes,Graduate,55.1,55.3,70.0,58.4,55.7
STU-0471,East Model,12,A,Male,18,86.1,1.2,No,Graduate,55.9,69.1,70.1,65.0,70.3
STU-0472,West Senior,12,A,Male,17,73.4,2.7,Yes,Graduate,65.5,63.3,57.3,63.5,41.4
STU-0473,South Public,10,B,Female,15,89.7,1.1,Yes,Graduate,73.0,78.5,70.8,82.5,86.4
STU-0474,North Academy,10,A,Male,15,77.3,0.5,Yes,Graduate,54.9,56.2,62.9,42.3,55.5
STU-0475,North Academy,12,B,Male,17,83.2,1.7,Yes,Primary,68.5,48.6,66.3,65.5,52.0
STU-0476,East Model,10,A,Female,16,97.4,2.0,Yes,Secondary,88.2,95.2,87.1,58.7,50.5
STU-0477,South Public,9,C,Male,14,69.0,1.4,Yes,Secondary,60.6,66.2,54.2,62.7,60.5
STU-0478,East Model,9,A,Male,14,62.7,3.5,Yes,Secondary,64.8,60.6,71.3,55.2,83.4
STU-0479,South Public,11,A,Male,16,76.5,1.0,Yes,Secondary,48.9,60.7,79.0,45.6,74.4
STU-0480,East Model,9,C,Female,14,66.1,1.5,Yes,Primary,53.3,55.1,61.6,63.0,63.1
STU-0481,West Senior,12,B,Female,17,71.5,5.3,No,Secondary,74.1,86.6,80.6,90.6,80.1
STU-0482,South Public,12,A,Male,17,100.0,0.5,Yes,Graduate,67.8,52.0,67.4,53.7,81.2
STU-0483,South Public,12,C,Male,17,96.7,2.7,No,Postgraduate,51.8,66.7,71.6,77.3,88.4
STU-0484,South Public,11,C,Male,16,84.3,2.5,Yes,Secondary,63.5,64.3,81.6,71.1,68.6
STU-0485,East Model,10,C,Female,16,86.0,1.8,Yes,Primary,51.3,75.8,59.3,60.0,75.0
STU-0486,South Public,12,A,Male,17,88.9,3.1,Yes,Secondary,62.0,64.4,63.7,67.3,61.9
STU-0487,West Senior,9,C,Female,14,79.5,2.0,Yes,Graduate,80.7,79.8,43.3,61.9,81.3
STU-0488,North Academy,10,B,Female,15,91.8,3.2,Yes,Graduate,76.8,70.0,91.2,100.0,89.5
STU-0489,West Senior,11,C,Female,16,100.0,2.7,No,Secondary,65.2,74.2,79.6,74.9,80.0
STU-0490,West Senior,11,B,Female,16,90.5,2.9,Yes,Secondary,73.6,66.4,81.8,62.6,86.1
STU-0491,East Model,10,B,Male,15,73.8,0.2,Yes,Secondary,63.0,48.1,86.8,59.8,57.3
STU-0492,East Model,12,A,Male,17,71.1,1.1,No,Primary,74.0,66.2,42.9,39.8,62.8
STU-0493,West Senior,10,C,Female,15,71.5,3.2,No,Graduate,52.8,82.2,76.3,68.8,59.3
STU-0494,North Academy,12,C,Female,17,91.9,0.3,Yes,Secondary,72.8,56.8,80.2,80.5,59.0
STU-0495,North Academy,9,C,Female,15,88.4,2.1,Yes,Primary,71.2,72.8,81.9,62.5,71.5
