invoice_id,date,time,branch,city,customer_type,gender,category,product,unit_price,quantity,discount_pct,payment_method,rating,cost_price
INV-2024-00673,2024-03-31,16:25,A,Delhi,Normal,Female,Electronics,Earbuds,2172.91,4,0.0,Card,6.1,1499.31
INV-2024-00674,2024-03-07,13:29,A,Delhi,Normal,Male,Groceries,Rice 5kg,600.56,5,0.15,Card,7.3,492.46
INV-2024-00675,2024-02-26,10:02,C,Bengaluru,Member,Female,Clothing,Jacket,3138.19,5,0.0,Card,6.1,1914.3
INV-2024-00676,2024-02-08,21:10,B,Mumbai,Normal,Male,Clothing,Jeans,1858.01,1,0.1,UPI,7.4,1133.39
INV-2024-00677,2024-03-24,17:28,A,Delhi,Member,Female,Electronics,Power Bank,1395.1,2,0.15000000000000002,UPI,9.1,962.62
INV-2024-00678,2024-02-17,18:58,A,Delhi,Normal,Male,Personal Care,Skin Care Kit,1127.76,3,0.0,Card,9.0,654.1
INV-2024-00679,2024-01-14,20:27,C,Bengaluru,Member,Female,Groceries,Dry Fruits,991.22,3,0.15,UPI,10.0,812.8
INV-2024-00680,2024-02-05,11:46,C,Bengaluru,Normal,Female,Clothing,Sports Shoes,2518.74,4,0.0,UPI,6.6,1536.43
INV-2024-00681,2024-01-07,17:10,A,Delhi,Normal,Female,Sports,Dumbbell Set,2598.73,5,0.2,Cash,7.3,1663.19
INV-2024-00682,2024-01-21,17:57,B,Mumbai,Member,Male,Groceries,Dry Fruits,897.87,2,0.1,Card,8.9,736.25
INV-2024-00683,2024-01-02,12:57,C,Bengaluru,Normal,Female,Clothing,Jeans,1897.68,1,0.1,Card,5.7,1157.58
INV-2024-00684,2024-02-13,10:55,A,Delhi,Normal,Male,Clothing,Jacket,2948.16,5,0.1,Cash,8.8,1798.38
INV-2024-00685,2024-03-01,17:31,C,Bengaluru,Member,Female,Groceries,Breakfast Cereal,406.41,4,0.05,UPI,9.3,333.26
INV-2024-00686,2024-02-03,16:49,B,Mumbai,Normal,Female,Groceries,Dry Fruits,937.12,1,0.0,UPI,7.5,768.44
INV-2024-00687,2024-02-10,17:36,C,Bengaluru,Member,Female,Home & Kitchen,Mixer Grinder,3261.2,3,0.05,UPI,6.8,2152.39
INV-2024-00688,2024-03-28,18:04,C,Bengaluru,Normal,Male,Groceries,Rice 5kg,582.17,4,0.15,Cash,5.0,477.38
INV-2024-00689,2024-03-11,12:12,A,Delhi,Normal,Male,Home & Kitchen,Bedsheet,967.35,2,0.1,Card,6.5,638.45
INV-2024-00690,2024-02-22,16:26,C,Bengaluru,Normal,Male,Clothing,Jacket,2789.66,1,0.1,UPI,9.8,1701.69
INV-2024-00691,2024-01-29,11:59,B,Mumbai,Normal,Male,Groceries,Breakfast Cereal,368.41,5,0.2,Card,8.1,302.1
INV-2024-00692,2024-03-23,19:38,A,Delhi,Normal,Male,Sports,Cricket Bat,2070.91,1,0.0,UPI,7.1,1325.38
INV-2024-00693,2024-01-24,16:16,B,Mumbai,Normal,Female,Groceries,Breakfast Cereal,409.93,1,0.05,Card,7.0,336.14
INV-2024-00694,2024-02-02,13:01,A,Delhi,Member,Male,Groceries,Breakfast Cereal,384.52,3,0.1,UPI,9.0,315.31
INV-2024-00695,2024-03-24,19:29,C,Bengaluru,Normal,Male,Groceries,Dry Fruits,1006.74,2,0.1,Cash,5.4,825.53
INV-2024-00696,2024-02-20,11:04,A,Delhi,Normal,Male,Clothing,T-Shirt,847.37,3,0.05,UPI,6.4,516.9
INV-2024-00697,2024-03-10,21:40,A,Delhi,Normal,Female,Electronics,Power Bank,1541.59,3,0.05,Card,8.9,1063.7
INV-2024-00698,2024-02-26,18:36,A,Delhi,Normal,Female,Electronics,Power Bank,1420.68,3,0.0,UPI,7.8,980.27
INV-2024-00699,2024-03-03,19:59,B,Mumbai,Normal,Male,Sports,Cricket Bat,1850.37,2,0.15,UPI,6.4,1184.24
INV-2024-00700,2024-01-30,15:21,B,Mumbai,Normal,Female,Groceries,Cooking Oil,830.26,5,0.15,Card,7.0,680.81
INV-2024-00701,2024-01-25,14:25,A,Delhi,Member,Female,Personal Care,Trimmer,1888.66,3,0.1,Cash,9.2,1095.42
INV-2024-00702,2024-02-02,19:11,B,Mumbai,Member,Male,Personal Care,Perfume,1580.98,1,0.1,UPI,7.8,916.97
INV-2024-00703,2024-01-16,15:25,B,Mumbai,Member,Female,Groceries,Rice 5kg,616.53,3,0.15,UPI,5.0,505.55
INV-2024-00704,2024-03-21,10:52,C,Bengaluru,Member,Female,Sports,Cricket Bat,2006.38,4,0.05,Card,8.3,1284.08
INV-2024-00705,2024-01-29,11:18,C,Bengaluru,Normal,Male,Electronics,Earbuds,2044.67,3,0.0,UPI,7.7,1410.82
INV-2024-00706,2024-02-24,17:13,C,Bengaluru,Member,Female,Groceries,Dry Fruits,987.13,2,0.05,UPI,7.1,809.45
INV-2024-00707,2024-03-14,14:06,A,Delhi,Member,Male,Sports,Fitness Band,1322.11,2,0.15000000000000002,UPI,8.3,846.15
INV-2024-00708,2024-03-14,15:41,A,Delhi,Member,Male,Groceries,Rice 5kg,633.42,3,0.1,UPI,5.4,519.4
INV-2024-00709,2024-02-12,17:42,A,Delhi,Normal,Male,Personal Care,Perfume,1626.28,2,0.05,UPI,6.0,943.24
INV-2024-00710,2024-02-16,15:41,B,Mumbai,Normal,Female,Clothing,T-Shirt,761.68,2,0.1,UPI,9.1,464.62
INV-2024-00711,2024-03-31,12:41,C,Bengaluru,Member,Female,Electronics,Earbuds,2221.26,6,0.1,UPI,6.0,1532.67
INV-2024-00712,2024-03-04,19:06,C,Bengaluru,Normal,Female,Home & Kitchen,Storage Set,701.35,1,0.15,UPI,10.0,462.89
INV-2024-00713,2024-03-16,18:14,C,Bengaluru,Normal,Female,Groceries,Rice 5kg,572.66,2,0.2,UPI,9.3,469.58
INV-2024-00714,2024-03-24,18:28,A,Delhi,Member,Male,Groceries,Cooking Oil,802.13,5,0.05,Cash,8.5,657.75
INV-2024-00715,2024-03-14,09:25,B,Mumbai,Normal,Female,Sports,Fitness Band,1344.14,3,0.05,UPI,8.8,860.25
INV-2024-00716,2024-01-19,14:55,C,Bengaluru,Member,Female,Clothing,Jacket,2945.75,2,0.15000000000000002,Cash,10.0,1796.91
INV-2024-00717,2024-02-24,20:55,B,Mumbai,Member,Female,Clothing,Jeans,1788.18,4,0.2,Cash,9.7,1090.79
INV-2024-00718,2024-01-11,20:45,C,Bengaluru,Normal,Male,Groceries,Dry Fruits,907.16,2,0.05,Card,6.7,743.87
INV-2024-00719,2024-03-03,17:07,B,Mumbai,Normal,Female,Clothing,Jacket,3184.29,2,0.05,Card,8.2,1942.42
INV-2024-00720,2024-03-28,17:27,A,Delhi,Normal,Female,Groceries,Dry Fruits,895.21,2,0.0,UPI,6.0,734.07
INV-2024-00721,2024-02-19,18:15,C,Bengaluru,Normal,Female,Sports,Dumbbell Set,2637.77,1,0.05,Card,5.8,1688.17
INV-2024-00722,2024-02-11,19:54,C,Bengaluru,Member,Female,Clothing,T-Shirt,838.29,1,0.2,Cash,7.4,511.36
INV-2024-00723,2024-01-04,21:51,B,Mumbai,Member,Female,Clothing,Jacket,2824.5,2,0.05,Cash,8.1,1722.94
INV-2024-00724,2024-03-28,09:46,A,Delhi,Normal,Female,Sports,Fitness Band,1389.77,2,0.15,Cash,7.4,889.45
INV-2024-00725,2024-01-11,16:51,C,Bengaluru,Normal,Male,Clothing,T-Shirt,858.4,4,0.05,UPI,8.7,523.62
INV-2024-00726,2024-01-05,15:48,C,Bengaluru,Member,Female,Clothing,Jacket,3177.49,2,0.0,Card,7.2,1938.27
INV-2024-00727,2024-01-25,16:15,C,Bengaluru,Member,Male,Electronics,Earbuds,2101.13,1,0.05,UPI,6.7,1449.78
INV-2024-00728,2024-01-07,19:23,C,Bengaluru,Member,Male,Groceries,Dry Fruits,953.05,3,0.05,Card,10.0,781.5
INV-2024-00729,2024-02-14,21:11,B,Mumbai,Member,Female,Home & Kitchen,Bedsheet,1013.28,4,0.1,Card,7.1,668.76
INV-2024-00730,2024-02-19,18:02,C,Bengaluru,Member,Male,Groceries,Cooking Oil,811.13,5,0.0,UPI,6.2,665.13
INV-2024-00731,2024-02-01,15:27,B,Mumbai,Member,Female,Personal Care,Skin Care Kit,1228.16,2,0.05,UPI,8.5,712.33
INV-2024-00732,2024-01-06,11:54,B,Mumbai,Normal,Female,Home & Kitchen,Bedsheet,975.71,2,0.2,Card,8.4,643.97
INV-2024-00733,2024-01-12,19:16,A,Delhi,Normal,Female,Groceries,Cooking Oil,787.35,4,0.15,UPI,6.8,645.63
INV-2024-00734,2024-02-07,12:01,A,Delhi,Normal,Female,Home & Kitchen,Mixer Grinder,3399.65,1,0.0,UPI,7.3,2243.77
INV-2024-00735,2024-01-07,19:12,A,Delhi,Normal,Female,Home & Kitchen,Storage Set,664.17,1,0.0,Cash,6.6,438.35
INV-2024-00736,2024-03-06,18:35,A,Delhi,Normal,Male,Personal Care,Trimmer,1962.37,1,0.1,Card,8.1,1138.17
INV-2024-00737,2024-01-21,17:25,B,Mumbai,Normal,Female,Clothing,Sports Shoes,2546.63,1,0.0,UPI,9.8,1553.44
INV-2024-00738,2024-01-31,16:30,A,Delhi,Member,Female,Sports,Dumbbell Set,2558.07,3,0.05,UPI,5.5,1637.16
INV-2024-00739,2024-02-08,18:05,C,Bengaluru,Member,Male,Electronics,Earbuds,2201.96,1,0.0,UPI,7.6,1519.35
INV-2024-00740,2024-02-10,12:46,A,Delhi,Member,Female,Clothing,Sports Shoes,2508.34,2,0.05,Card,7.9,1530.09
INV-2024-00741,2024-01-01,14:28,A,Delhi,Member,Female,Electronics,Bluetooth Speaker,2602.74,3,0.15000000000000002,Cash,4.7,1795.89
INV-2024-00742,2024-01-12,18:35,B,Mumbai,Normal,Male,Home & Kitchen,Mixer Grinder,3076.55,4,0.0,Cash,7.4,2030.52
INV-2024-00743,2024-03-20,17:14,B,Mumbai,Member,Female,Groceries,Breakfast Cereal,378.43,2,0.1,UPI,8.3,310.31
INV-2024-00744,2024-01-01,17:16,B,Mumbai,Normal,Male,Clothing,T-Shirt,752.55,1,0.0,UPI,6.3,459.06
INV-2024-00745,2024-02-18,13:19,A,Delhi,Normal,Female,Electronics,Power Bank,1411.32,2,0.0,UPI,7.6,973.81
INV-2024-00746,2024-02-17,19:36,B,Mumbai,Member,Male,Electronics,Power Bank,1483.19,5,0.05,UPI,9.6,1023.4
INV-2024-00747,2024-02-03,18:33,B,Mumbai,Normal,Male,Electronics,Smart Watch,4089.97,3,0.15,Cash,7.6,2822.08
INV-2024-00748,2024-02-11,19:46,B,Mumbai,Member,Female,Personal Care,Skin Care Kit,1215.53,2,0.0,UPI,7.1,705.01
INV-2024-00749,2024-03-13,13:20,A,Delhi,Normal,Female,Electronics,Earbuds,2203.16,2,0.0,UPI,10.0,1520.18
INV-2024-00750,2024-03-18,17:02,C,Bengaluru,Normal,Female,Home & Kitchen,Cookware Set,2366.39,2,0.2,UPI,9.3,1561.82
INV-2024-00751,2024-01-27,13:30,A,Delhi,Normal,Female,Groceries,Dry Fruits,952.52,1,0.0,UPI,9.4,781.07
INV-2024-00752,2024-02-02,12:03,B,Mumbai,Member,Female,Sports,Yoga Mat,959.81,2,0.05,Cash,9.1,614.28
INV-2024-00753,2024-01-25,20:52,A,Delhi,Normal,Female,Groceries,Dry Fruits,997.57,4,0.0,UPI,9.0,818.01
INV-2024-00754,2024-02-16,14:03,A,Delhi,Normal,Female,Sports,Fitness Band,1329.92,1,0.1,Card,6.3,851.15
INV-2024-00755,2024-03-05,12:15,A,Delhi,Normal,Male,Groceries,Breakfast Cereal,392.32,2,0.0,Card,6.9,321.7
INV-2024-00756,2024-01-23,19:42,A,Delhi,Normal,Female,Personal Care,Shampoo,425.49,1,0.05,Card,9.5,246.78
INV-2024-00757,2024-02-02,11:30,A,Delhi,Member,Male,Groceries,Cooking Oil,823.97,5,0.1,Cash,7.8,675.66
INV-2024-00758,2024-03-26,11:06,B,Mumbai,Member,Female,Home & Kitchen,Storage Set,651.37,1,0.15000000000000002,UPI,8.0,429.9
INV-2024-00759,2024-01-06,15:50,B,Mumbai,Normal,Female,Home & Kitchen,Mixer Grinder,3483.37,3,0.0,UPI,9.4,2299.02
INV-2024-00760,2024-02-14,14:16,A,Delhi,Normal,Female,Electronics,Power Bank,1579.94,2,0.1,UPI,7.9,1090.16
INV-2024-00761,2024-03-08,20:01,A,Delhi,Member,Male,Home & Kitchen,Cookware Set,2457.63,2,0.0,Card,7.1,1622.04
INV-2024-00762,2024-01-15,15:21,C,Bengaluru,Normal,Female,Groceries,Breakfast Cereal,352.88,2,0.0,Cash,7.8,289.36
INV-2024-00763,2024-01-06,12:50,B,Mumbai,Normal,Male,Personal Care,Trimmer,1904.85,1,0.1,UPI,9.1,1104.81
INV-2024-00764,2024-01-14,12:06,A,Delhi,Member,Female,Home & Kitchen,Storage Set,753.58,1,0.1,Card,7.5,497.36
INV-2024-00765,2024-03-25,14:28,B,Mumbai,Normal,Female,Clothing,Sports Shoes,2642.87,1,0.05,Cash,8.1,1612.15
INV-2024-00766,2024-01-01,21:07,A,Delhi,Member,Male,Clothing,T-Shirt,786.82,3,0.05,UPI,8.1,479.96
INV-2024-00767,2024-01-20,19:47,A,Delhi,Normal,Male,Personal Care,Skin Care Kit,1112.61,3,0.1,UPI,8.6,645.31
INV-2024-00768,2024-01-04,19:29,A,Delhi,Normal,Male,Groceries,Dry Fruits,1002.73,1,0.15,Card,9.5,822.24
INV-2024-00769,2024-01-12,19:16,B,Mumbai,Member,Male,Groceries,Cooking Oil,752.6,3,0.05,Card,5.6,617.13
INV-2024-00770,2024-02-29,12:32,B,Mumbai,Member,Male,Personal Care,Trimmer,1881.4,3,0.05,Cash,9.3,1091.21
INV-2024-00771,2024-01-25,15:54,C,Bengaluru,Member,Female,Groceries,Rice 5kg,646.15,2,0.05,Cash,6.0,529.84
INV-2024-00772,2024-02-24,13:46,A,Delhi,Member,Female,Sports,Cricket Bat,2053.6,5,0.05,UPI,7.4,1314.3
INV-2024-00773,2024-02-26,12:42,A,Delhi,Normal,Female,Groceries,Dry Fruits,889.37,7,0.0,UPI,7.1,729.28
INV-2024-00774,2024-03-19,19:04,B,Mumbai,Member,Female,Electronics,Smart Watch,3772.86,2,0.15,Card,7.3,2603.27
INV-2024-00775,2024-01-01,14:29,B,Mumbai,Normal,Female,Groceries,Dry Fruits,976.0,6,0.0,UPI,6.1,800.32
INV-2024-00776,2024-03-19,18:29,B,Mumbai,Normal,Female,Electronics,Earbuds,2279.17,6,0.15,Card,8.8,1572.63
INV-2024-00777,2024-02-29,15:10,B,Mumbai,Member,Female,Clothing,T-Shirt,807.04,2,0.15,Card,6.5,492.29
INV-2024-00778,2024-01-17,19:39,A,Delhi,Normal,Male,Groceries,Dry Fruits,983.62,2,0.05,Cash,6.8,806.57
INV-2024-00779,2024-03-13,16:40,B,Mumbai,Normal,Female,Groceries,Dry Fruits,919.06,2,0.1,UPI,8.7,753.63
INV-2024-00780,2024-03-20,19:27,C,Bengaluru,Normal,Female,Groceries,Breakfast Cereal,385.84,2,0.15,Card,8.1,316.39
INV-2024-00781,2024-01-26,18:15,A,Delhi,Normal,Male,Electronics,Smart Watch,4199.22,4,0.05,UPI,7.8,2897.46
INV-2024-00782,2024-03-25,11:07,B,Mumbai,Normal,Female,Clothing,T-Shirt,813.59,3,0.05,UPI,6.2,496.29
INV-2024-00783,2024-02-14,17:52,A,Delhi,Normal,Female,Personal Care,Trimmer,1913.55,1,0.2,UPI,6.2,1109.86
INV-2024-00784,2024-02-27,13:27,B,Mumbai,Normal,Male,Electronics,Smart Watch,4296.12,2,0.15,Cash,5.2,2964.32
INV-2024-00785,2024-03-30,17:48,A,Delhi,Normal,Male,Personal Care,Skin Care Kit,1158.8,6,0.05,UPI,7.4,672.1
INV-2024-00786,2024-02-05,11:18,C,Bengaluru,Normal,Male,Electronics,Smart Watch,4107.0,3,0.1,UPI,8.0,2833.83
INV-2024-00787,2024-03-16,10:34,B,Mumbai,Normal,Female,Groceries,Rice 5kg,628.94,6,0.0,UPI,7.5,515.73
INV-2024-00788,2024-02-01,13:30,A,Delhi,Normal,Female,Groceries,Rice 5kg,606.28,1,0.0,Card,6.7,497.15
INV-2024-00789,2024-03-15,18:41,B,Mumbai,Member,Male,Clothing,T-Shirt,826.64,1,0.05,UPI,7.6,504.25
INV-2024-00790,2024-02-27,12:44,B,Mumbai,Member,Male,Home & Kitchen,Storage Set,721.67,2,0.05,Card,9.3,476.3
INV-2024-00791,2024-01-22,21:31,A,Delhi,Normal,Male,Clothing,T-Shirt,862.66,5,0.05,Card,8.9,526.22
INV-2024-00792,2024-02-10,15:02,B,Mumbai,Normal,Female,Groceries,Breakfast Cereal,366.97,3,0.1,UPI,5.9,300.92
INV-2024-00793,2024-02-01,16:07,A,Delhi,Normal,Male,Electronics,Earbuds,2207.85,4,0.0,UPI,8.1,1523.42
INV-2024-00794,2024-01-08,16:51,B,Mumbai,Normal,Female,Sports,Dumbbell Set,2504.25,4,0.05,UPI,8.1,1602.72
INV-2024-00795,2024-01-04,14:22,C,Bengaluru,Member,Female,Groceries,Rice 5kg,664.82,3,0.0,Card,10.0,545.15
INV-2024-00796,2024-02-04,10:47,A,Delhi,Member,Female,Groceries,Dry Fruits,931.28,1,0.15000000000000002,UPI,6.4,763.65
INV-2024-00797,2024-01-03,20:35,C,Bengaluru,Normal,Male,Clothing,Jeans,1936.49,2,0.0,UPI,6.2,1181.26
INV-2024-00798,2024-01-17,10:09,B,Mumbai,Normal,Male,Clothing,T-Shirt,767.78,2,0.0,UPI,7.3,468.35
INV-2024-00799,2024-03-09,18:27,A,Delhi,Member,Male,Groceries,Cooking Oil,839.75,2,0.15000000000000002,UPI,9.3,688.6
INV-2024-00800,2024-03-07,21:48,C,Bengaluru,Normal,Male,Sports,Cricket Bat,2062.59,3,0.05,UPI,8.0,1320.06
INV-2024-00801,2024-03-10,19:23,C,Bengaluru,Normal,Male,Groceries,Breakfast Cereal,388.24,4,0.1,Cash,7.8,318.36
INV-2024-00802,2024-02-01,16:21,C,Bengaluru,Normal,Female,Sports,Dumbbell Set,2373.04,1,0.0,UPI,7.5,1518.75
INV-2024-00803,2024-03-23,11:26,C,Bengaluru,Member,Male,Clothing,Jacket,3121.99,3,0.2,UPI,7.9,1904.41
INV-2024-00804,2024-02-26,14:10,C,Bengaluru,Member,Male,Clothing,Jeans,1804.26,2,0.05,UPI,10.0,1100.6
INV-2024-00805,2024-01-13,11:19,A,Delhi,Member,Female,Sports,Yoga Mat,901.46,4,0.05,UPI,7.1,576.93
INV-2024-00806,2024-01-15,20:18,A,Delhi,Member,Female,Electronics,Smart Watch,4227.43,1,0.15000000000000002,Card,10.0,2916.93
INV-2024-00807,2024-03-06,17:24,C,Bengaluru,Normal,Female,Electronics,Bluetooth Speaker,3018.88,1,0.0,UPI,6.2,2083.03
INV-2024-00808,2024-01-18,10:45,B,Mumbai,Normal,Male,Personal Care,Skin Care Kit,1178.11,1,0.15,Cash,9.0,683.3
INV-2024-00809,2024-02-18,15:13,A,Delhi,Member,Female,Clothing,Sports Shoes,2660.66,3,0.05,Card,5.9,1623.0
INV-2024-00810,2024-03-31,14:37,C,Bengaluru,Member,Female,Electronics,Power Bank,1552.34,2,0.15,Card,7.6,1071.11
INV-2024-00811,2024-01-01,17:03,A,Delhi,Normal,Female,Sports,Dumbbell Set,2580.3,2,0.05,UPI,7.3,1651.39
INV-2024-00812,2024-01-02,20:55,B,Mumbai,Member,Female,Groceries,Breakfast Cereal,392.18,1,0.05,UPI,8.5,321.59
INV-2024-00813,2024-03-31,18:57,A,Delhi,Normal,Male,Electronics,Smart Watch,3706.67,2,0.0,UPI,7.0,2557.6
INV-2024-00814,2024-02-25,19:07,B,Mumbai,Normal,Male,Sports,Yoga Mat,954.55,3,0.0,UPI,7.9,610.91
INV-2024-00815,2024-01-13,14:36,B,Mumbai,Member,Male,Electronics,Smart Watch,3926.88,2,0.05,Card,6.6,2709.55
INV-2024-00816,2024-03-23,17:25,B,Mumbai,Normal,Female,Electronics,Bluetooth Speaker,2621.37,3,0.1,UPI,6.9,1808.75
INV-2024-00817,2024-03-22,14:44,A,Delhi,Normal,Male,Groceries,Dry Fruits,926.1,4,0.05,UPI,7.0,759.4
INV-2024-00818,2024-02-21,18:59,C,Bengaluru,Member,Male,Sports,Dumbbell Set,2369.63,2,0.05,Cash,9.1,1516.56
INV-2024-00819,2024-02-29,18:28,C,Bengaluru,Normal,Female,Clothing,Jacket,3170.48,3,0.05,UPI,7.9,1933.99
INV-2024-00820,2024-01-28,10:46,A,Delhi,Normal,Male,Groceries,Dry Fruits,981.28,4,0.15,Card,10.0,804.65
INV-2024-00821,2024-01-06,12:58,A,Delhi,Normal,Male,Electronics,Earbuds,2051.61,1,0.1,UPI,9.2,1415.61
INV-2024-00822,2024-02-26,17:31,C,Bengaluru,Member,Female,Clothing,T-Shirt,848.71,2,0.2,UPI,7.0,517.71
INV-2024-00823,2024-01-30,15:55,B,Mumbai,Normal,Male,Personal Care,Perfume,1508.8,1,0.0,UPI,5.2,875.1
INV-2024-00824,2024-03-03,12:22,A,Delhi,Member,Male,Electronics,Smart Watch,4224.72,3,0.0,Cash,7.8,2915.06
INV-2024-00825,2024-03-18,15:38,B,Mumbai,Member,Female,Clothing,T-Shirt,821.33,1,0.05,UPI,8.5,501.01
INV-2024-00826,2024-01-02,18:20,C,Bengaluru,Normal,Female,Groceries,Cooking Oil,735.19,3,0.05,Card,9.8,602.86
INV-2024-00827,2024-02-26,12:36,B,Mumbai,Normal,Female,Personal Care,Perfume,1702.05,5,0.0,Cash,7.2,987.19
INV-2024-00828,2024-01-24,19:40,A,Delhi,Normal,Male,Home & Kitchen,Cookware Set,2407.75,3,0.15,UPI,6.4,1589.11
INV-2024-00829,2024-03-21,10:07,C,Bengaluru,Member,Female,Electronics,Bluetooth Speaker,2714.83,1,0.2,UPI,7.5,1873.23
INV-2024-00830,2024-01-26,17:12,C,Bengaluru,Member,Female,Groceries,Cooking Oil,749.07,1,0.0,Card,7.3,614.24
INV-2024-00831,2024-02-28,18:56,B,Mumbai,Normal,Female,Groceries,Cooking Oil,761.7,5,0.0,Card,7.5,624.59
INV-2024-00832,2024-02-23,18:56,A,Delhi,Normal,Male,Home & Kitchen,Mixer Grinder,3381.04,3,0.0,UPI,7.1,2231.49
INV-2024-00833,2024-02-08,19:08,A,Delhi,Member,Male,Electronics,Power Bank,1455.75,2,0.1,UPI,9.0,1004.47
INV-2024-00834,2024-03-05,18:29,A,Delhi,Normal,Male,Sports,Fitness Band,1305.89,4,0.0,UPI,8.2,835.77
INV-2024-00835,2024-03-09,13:06,A,Delhi,Member,Male,Groceries,Rice 5kg,597.08,1,0.1,UPI,7.6,489.61
INV-2024-00836,2024-02-24,18:29,A,Delhi,Normal,Male,Electronics,Power Bank,1605.93,2,0.1,Card,3.9,1108.09
INV-2024-00837,2024-03-11,13:09,A,Delhi,Normal,Female,Groceries,Breakfast Cereal,387.27,2,0.15,Cash,5.5,317.56
INV-2024-00838,2024-03-30,17:55,C,Bengaluru,Member,Male,Groceries,Breakfast Cereal,405.83,6,0.0,UPI,9.9,332.78
INV-2024-00839,2024-02-10,13:11,A,Delhi,Member,Male,Personal Care,Trimmer,1984.07,4,0.0,UPI,7.9,1150.76
INV-2024-00840,2024-02-19,13:19,B,Mumbai,Member,Male,Home & Kitchen,Storage Set,682.93,3,0.15000000000000002,UPI,7.9,450.73
INV-2024-00841,2024-01-02,11:22,A,Delhi,Member,Male,Electronics,Earbuds,2251.96,4,0.15000000000000002,Card,8.0,1553.85
INV-2024-00842,2024-03-15,18:12,B,Mumbai,Normal,Male,Clothing,Sports Shoes,2678.55,5,0.1,Cash,7.5,1633.92
INV-2024-00843,2024-02-20,14:38,A,Delhi,Member,Male,Electronics,Bluetooth Speaker,2588.12,1,0.05,Cash,8.4,1785.8
INV-2024-00844,2024-02-10,21:15,C,Bengaluru,Member,Male,Groceries,Rice 5kg,624.42,2,0.1,Card,7.1,512.02
INV-2024-00845,2024-01-10,18:13,B,Mumbai,Member,Male,Groceries,Breakfast Cereal,400.45,3,0.15000000000000002,Card,7.0,328.37
INV-2024-00846,2024-03-23,12:13,B,Mumbai,Normal,Male,Personal Care,Skin Care Kit,1127.16,2,0.1,Card,6.4,653.75
INV-2024-00847,2024-02-08,18:06,A,Delhi,Member,Male,Groceries,Cooking Oil,813.89,1,0.0,Cash,8.0,667.39
INV-2024-00848,2024-03-05,19:51,B,Mumbai,Member,Female,Groceries,Cooking Oil,838.11,1,0.15000000000000002,UPI,5.8,687.25
INV-2024-00849,2024-01-15,16:49,B,Mumbai,Normal,Female,Clothing,Sports Shoes,2386.27,1,0.05,UPI,5.1,1455.62
INV-2024-00850,2024-03-29,17:34,A,Delhi,Normal,Female,Personal Care,Skin Care Kit,1103.93,3,0.15,Card,8.7,640.28
INV-2024-00851,2024-01-18,11:44,B,Mumbai,Member,Male,Clothing,Jeans,1925.26,2,0.0,UPI,6.5,1174.41
INV-2024-00852,2024-01-20,13:00,B,Mumbai,Member,Female,Home & Kitchen,Cookware Set,2325.64,2,0.05,Card,9.4,1534.92
INV-2024-00853,2024-03-20,11:39,A,Delhi,Normal,Female,Personal Care,Shampoo,467.53,2,0.05,UPI,6.7,271.17
INV-2024-00854,2024-03-24,17:32,A,Delhi,Normal,Female,Groceries,Cooking Oil,764.96,3,0.15,UPI,8.8,627.27
INV-2024-00855,2024-01-21,13:44,C,Bengaluru,Member,Male,Groceries,Breakfast Cereal,390.9,6,0.05,UPI,8.2,320.54
INV-2024-00856,2024-02-15,14:24,B,Mumbai,Normal,Male,Clothing,Jeans,1706.47,1,0.05,Card,8.9,1040.95
INV-2024-00857,2024-03-09,19:03,B,Mumbai,Normal,Male,Groceries,Cooking Oil,773.05,4,0.1,Cash,7.7,633.9
INV-2024-00858,2024-03-22,20:38,B,Mumbai,Normal,Male,Groceries,Dry Fruits,988.75,2,0.15,UPI,7.4,810.78
INV-2024-00859,2024-02-07,18:41,A,Delhi,Member,Male,Personal Care,Perfume,1593.08,2,0.05,Card,8.0,923.99
INV-2024-00860,2024-02-19,17:46,B,Mumbai,Normal,Female,Home & Kitchen,Cookware Set,2315.22,1,0.05,Card,9.0,1528.05
INV-2024-00861,2024-03-10,09:26,A,Delhi,Normal,Female,Sports,Fitness Band,1296.87,2,0.1,UPI,6.1,830.0
INV-2024-00862,2024-03-09,15:24,C,Bengaluru,Member,Female,Groceries,Cooking Oil,739.88,1,0.0,Card,8.6,606.7
INV-2024-00863,2024-03-14,21:43,C,Bengaluru,Member,Female,Electronics,Earbuds,2093.19,3,0.0,Card,8.8,1444.3
INV-2024-00864,2024-02-24,12:53,A,Delhi,Normal,Female,Groceries,Cooking Oil,738.67,3,0.1,Card,8.1,605.71
INV-2024-00865,2024-01-11,11:18,A,Delhi,Member,Female,Sports,Fitness Band,1225.39,2,0.1,Card,7.8,784.25
INV-2024-00866,2024-03-24,18:17,B,Mumbai,Normal,Male,Sports,Yoga Mat,904.74,4,0.1,Card,7.4,579.03
INV-2024-00867,2024-03-20,12:22,C,Bengaluru,Member,Female,Home & Kitchen,Cookware Set,2295.75,3,0.0,UPI,8.2,1515.19
INV-2024-00868,2024-03-15,13:31,C,Bengaluru,Member,Female,Groceries,Rice 5kg,579.96,1,0.0,Card,8.4,475.57
INV-2024-00869,2024-01-11,19:05,A,Delhi,Normal,Male,Sports,Cricket Bat,2141.29,2,0.2,Cash,5.8,1370.43
INV-2024-00870,2024-01-21,11:12,B,Mumbai,Normal,Male,Electronics,Earbuds,2166.01,2,0.15,UPI,6.2,1494.55
