invoice_id,date,time,branch,city,customer_type,gender,category,product,unit_price,quantity,discount_pct,payment_method,rating,cost_price,gross_sales,discount_amount,net_sales,total_cost,profit,profit_margin_pct,weekday,month,hour,time_slot
INV-2024-00109,2024-01-10,21:39,B,Mumbai,Normal,Female,Groceries,Rice 5kg,619.14,4,0.1,Card,9.1,507.69,2476.56,247.656,2228.904,2030.76,198.144,8.889750298801562,Wednesday,January,21,Night
INV-2024-02483,2024-01-11,10:12,C,Bengaluru,Normal,Female,Home & Kitchen,Cookware Set,2218.12,1,0.15,UPI,6.5,1463.96,2218.12,332.71799999999996,1885.402,1463.96,421.442,22.352898745201287,Thursday,January,10,Morning
INV-2024-00865,2024-01-11,11:18,A,Delhi,Member,Female,Sports,Fitness Band,1225.39,2,0.1,Card,7.8,784.25,2450.78,245.07800000000003,2205.702,1568.5,637.2020000000002,28.888852619256824,Thursday,January,11,Morning
INV-2024-00129,2024-01-11,12:09,B,Mumbai,Member,Female,Electronics,Power Bank,1510.58,3,0.15,UPI,7.7,1042.3,4531.74,679.761,3851.979,3126.8999999999996,725.0790000000002,18.82354498817362,Thursday,January,12,Afternoon
INV-2024-02458,2024-01-11,12:37,A,Delhi,Member,Female,Groceries,Cooking Oil,836.72,1,0.05,UPI,5.7,686.11,836.72,41.836000000000006,794.884,686.11,108.774,13.684260848123749,Thursday,January,12,Afternoon
INV-2024-00290,2024-01-11,12:44,A,Delhi,Normal,Male,Electronics,Earbuds,2331.8,4,0.1,UPI,6.8,1608.94,9327.2,932.7200000000001,8394.480000000001,6435.76,1958.7200000000012,23.33342863405477,Thursday,January,12,Afternoon
INV-2024-01236,2024-01-11,12:45,C,Bengaluru,Member,Male,Groceries,Cooking Oil,731.84,5,0.1,UPI,7.3,600.11,3659.2000000000003,365.9200000000001,3293.28,3000.55,292.73,8.888706699703638,Thursday,January,12,Afternoon
INV-2024-00161,2024-01-11,13:09,C,Bengaluru,Normal,Female,Groceries,Dry Fruits,928.62,2,0.1,Card,6.3,761.47,1857.24,185.72400000000002,1671.516,1522.94,148.57600000000002,8.888697445911378,Thursday,January,13,Afternoon
INV-2024-02210,2024-01-11,14:07,A,Delhi,Normal,Male,Groceries,Dry Fruits,899.47,1,0.15,UPI,7.8,737.57,899.47,134.9205,764.5495000000001,737.57,26.97950000000003,3.5288101032045702,Thursday,January,14,Afternoon
INV-2024-00294,2024-01-11,15:17,B,Mumbai,Normal,Female,Home & Kitchen,Mixer Grinder,3560.5,2,0.0,Card,8.6,2349.93,7121.0,0.0,7121.0,4699.86,2421.1400000000003,34.0,Thursday,January,15,Afternoon
INV-2024-00894,2024-01-11,16:06,A,Delhi,Member,Female,Electronics,Smart Watch,3903.72,1,0.0,UPI,10.0,2693.57,3903.72,0.0,3903.72,2693.57,1210.1499999999996,30.999918026907658,Thursday,January,16,Evening
INV-2024-02416,2024-01-11,16:15,A,Delhi,Member,Female,Home & Kitchen,Storage Set,690.22,2,0.05,Card,6.0,455.55,1380.44,69.022,1311.4180000000001,911.1,400.3180000000001,30.525583757428986,Thursday,January,16,Evening
INV-2024-00725,2024-01-11,16:51,C,Bengaluru,Normal,Male,Clothing,T-Shirt,858.4,4,0.05,UPI,8.7,523.62,3433.6,171.68,3261.92,2094.48,1167.44,35.789964192868005,Thursday,January,16,Evening
INV-2024-00258,2024-01-11,16:58,B,Mumbai,Normal,Male,Groceries,Rice 5kg,587.87,1,0.0,UPI,7.2,482.05,587.87,0.0,587.87,482.05,105.82,18.000578359161036,Thursday,January,16,Evening
INV-2024-00409,2024-01-11,16:58,B,Mumbai,Member,Male,Groceries,Rice 5kg,608.99,2,0.05,Card,8.0,499.37,1217.98,60.899,1157.0810000000001,998.74,158.34100000000012,13.684521654058802,Thursday,January,16,Evening
INV-2024-00230,2024-01-11,17:17,A,Delhi,Member,Female,Electronics,Power Bank,1485.16,2,0.0,UPI,7.5,1024.76,2970.32,0.0,2970.32,2049.52,920.8000000000002,31.000026933125053,Thursday,January,17,Evening
INV-2024-01473,2024-01-11,17:36,A,Delhi,Normal,Female,Electronics,Power Bank,1395.64,3,0.1,Card,8.8,962.99,4186.92,418.692,3768.228,2888.9700000000003,879.2579999999998,23.3334607141606,Thursday,January,17,Evening
INV-2024-00940,2024-01-11,18:19,A,Delhi,Normal,Male,Personal Care,Skin Care Kit,1181.96,4,0.05,UPI,6.3,685.54,4727.84,236.39200000000002,4491.448,2742.16,1749.2880000000005,38.947083435008054,Thursday,January,18,Evening
INV-2024-01278,2024-01-11,18:25,A,Delhi,Normal,Male,Personal Care,Shampoo,423.59,1,0.0,UPI,7.2,245.68,423.59,0.0,423.59,245.68,177.90999999999997,42.00051937014565,Thursday,January,18,Evening
INV-2024-02035,2024-01-11,18:25,C,Bengaluru,Normal,Male,Home & Kitchen,Storage Set,730.14,4,0.05,Card,4.6,481.89,2920.56,146.028,2774.532,1927.56,846.9720000000002,30.526661793772792,Thursday,January,18,Evening
INV-2024-01341,2024-01-11,18:29,B,Mumbai,Member,Female,Groceries,Dry Fruits,942.24,3,0.15000000000000002,UPI,9.1,772.64,2826.7200000000003,424.0080000000001,2402.712,2317.92,84.79199999999992,3.5290122161956954,Thursday,January,18,Evening
INV-2024-00583,2024-01-11,18:46,C,Bengaluru,Member,Female,Home & Kitchen,Mixer Grinder,3562.26,1,0.2,UPI,7.3,2351.09,3562.26,712.4520000000001,2849.808,2351.09,498.71799999999985,17.500056144133215,Thursday,January,18,Evening
INV-2024-00869,2024-01-11,19:05,A,Delhi,Normal,Male,Sports,Cricket Bat,2141.29,2,0.2,Cash,5.8,1370.43,4282.58,856.5160000000001,3426.064,2740.86,685.2039999999997,19.99974314548706,Thursday,January,19,Night
INV-2024-01936,2024-01-11,19:05,B,Mumbai,Normal,Male,Home & Kitchen,Mixer Grinder,3218.36,1,0.1,Card,7.1,2124.12,3218.36,321.836,2896.5240000000003,2124.12,772.4040000000005,26.666583808730753,Thursday,January,19,Night
INV-2024-01251,2024-01-11,19:12,B,Mumbai,Member,Female,Sports,Cricket Bat,1938.98,4,0.0,Card,8.9,1240.95,7755.92,0.0,7755.92,4963.8,2792.12,35.999855594178385,Thursday,January,19,Night
INV-2024-01252,2024-01-11,19:24,B,Mumbai,Normal,Female,Groceries,Cooking Oil,821.0,4,0.0,Card,7.1,673.22,3284.0,0.0,3284.0,2692.88,591.1199999999999,17.999999999999996,Thursday,January,19,Night
INV-2024-00718,2024-01-11,20:45,C,Bengaluru,Normal,Male,Groceries,Dry Fruits,907.16,2,0.05,Card,6.7,743.87,1814.32,90.71600000000001,1723.6039999999998,1487.74,235.8639999999998,13.68434976943659,Thursday,January,20,Night
INV-2024-00240,2024-01-12,10:49,A,Delhi,Member,Male,Home & Kitchen,Cookware Set,2233.72,2,0.15,Card,5.2,1474.26,4467.44,670.1159999999999,3797.3239999999996,2948.52,848.8039999999996,22.352688366860445,Friday,January,10,Morning
INV-2024-02217,2024-01-12,11:59,A,Delhi,Member,Male,Electronics,Power Bank,1500.9,5,0.05,Card,9.3,1035.62,7504.5,375.225,7129.275,5178.099999999999,1951.1750000000002,27.368491185990163,Friday,January,11,Morning
INV-2024-02119,2024-01-12,12:39,C,Bengaluru,Normal,Male,Personal Care,Shampoo,483.67,2,0.2,UPI,6.5,280.53,967.34,193.46800000000002,773.8720000000001,561.06,212.81200000000013,27.49963818305871,Friday,January,12,Afternoon
INV-2024-02022,2024-01-12,13:18,A,Delhi,Normal,Male,Clothing,Jeans,1692.64,2,0.0,Card,8.7,1032.51,3385.28,0.0,3385.28,2065.02,1320.2600000000002,39.00002363172323,Friday,January,13,Afternoon
INV-2024-00404,2024-01-12,15:19,B,Mumbai,Normal,Male,Electronics,Bluetooth Speaker,2584.5,5,0.15,Card,8.9,1783.3,12922.5,1938.375,10984.125,8916.5,2067.625,18.823757012961888,Friday,January,15,Afternoon
INV-2024-00636,2024-01-12,15:49,C,Bengaluru,Member,Female,Sports,Cricket Bat,1883.86,2,0.0,UPI,9.0,1205.67,3767.72,0.0,3767.72,2411.34,1356.3799999999997,36.000021233000325,Friday,January,15,Afternoon
INV-2024-00908,2024-01-12,15:58,A,Delhi,Member,Female,Groceries,Rice 5kg,611.0,5,0.1,Card,6.9,501.02,3055.0,305.5,2749.5,2505.1,244.4000000000001,8.888888888888893,Friday,January,15,Afternoon
INV-2024-01122,2024-01-12,16:00,C,Bengaluru,Member,Male,Groceries,Rice 5kg,652.47,3,0.1,Cash,4.6,535.03,1957.41,195.741,1761.669,1605.09,156.57900000000018,8.888105540825215,Friday,January,16,Evening
INV-2024-01253,2024-01-12,17:18,A,Delhi,Member,Female,Clothing,Jacket,2911.75,4,0.05,UPI,8.4,1776.17,11647.0,582.35,11064.65,7104.68,3959.9699999999993,35.78938330629527,Friday,January,17,Evening
INV-2024-00269,2024-01-12,17:30,C,Bengaluru,Member,Male,Clothing,T-Shirt,782.77,4,0.1,UPI,8.1,477.49,3131.08,313.108,2817.9719999999998,1909.96,908.0119999999997,32.222179638406615,Friday,January,17,Evening
INV-2024-00510,2024-01-12,17:30,C,Bengaluru,Member,Female,Clothing,Sports Shoes,2341.33,2,0.15,Cash,4.6,1428.21,4682.66,702.399,3980.261,2856.42,1123.841,28.23535943999652,Friday,January,17,Evening
INV-2024-02005,2024-01-12,17:32,A,Delhi,Normal,Female,Groceries,Dry Fruits,985.77,2,0.05,UPI,8.5,808.33,1971.54,98.577,1872.963,1616.66,256.3029999999999,13.684360022061295,Friday,January,17,Evening
INV-2024-00363,2024-01-12,17:37,A,Delhi,Normal,Male,Groceries,Dry Fruits,1002.63,3,0.05,Card,9.2,822.16,3007.89,150.3945,2857.4955,2466.48,391.0155,13.683853570373076,Friday,January,17,Evening
INV-2024-00155,2024-01-12,17:51,B,Mumbai,Normal,Female,Home & Kitchen,Mixer Grinder,3141.47,1,0.1,Card,7.9,2073.37,3141.47,314.147,2827.323,2073.37,753.953,26.666673740495867,Friday,January,17,Evening
INV-2024-01107,2024-01-12,17:56,C,Bengaluru,Member,Female,Electronics,Bluetooth Speaker,2739.98,5,0.0,Card,7.7,1890.59,13699.9,0.0,13699.9,9452.949999999999,4246.950000000001,30.999861312856304,Friday,January,17,Evening
INV-2024-01517,2024-01-12,17:56,B,Mumbai,Normal,Female,Groceries,Dry Fruits,1005.81,2,0.05,Cash,7.1,824.76,2011.62,100.581,1911.039,1649.52,261.519,13.684650077784912,Friday,January,17,Evening
INV-2024-00060,2024-01-12,18:11,A,Delhi,Normal,Male,Groceries,Cooking Oil,738.69,2,0.1,Card,7.7,605.73,1477.38,147.73800000000003,1329.642,1211.46,118.18200000000002,8.88825713989179,Friday,January,18,Evening
INV-2024-00742,2024-01-12,18:35,B,Mumbai,Normal,Male,Home & Kitchen,Mixer Grinder,3076.55,4,0.0,Cash,7.4,2030.52,12306.2,0.0,12306.2,8122.08,4184.120000000001,34.00009751182331,Friday,January,18,Evening
INV-2024-01393,2024-01-12,18:46,A,Delhi,Member,Male,Personal Care,Shampoo,413.47,2,0.0,UPI,5.7,239.81,826.94,0.0,826.94,479.62,347.32000000000005,42.00062882434034,Friday,January,18,Evening
INV-2024-00608,2024-01-12,18:55,B,Mumbai,Member,Male,Electronics,Smart Watch,4153.02,1,0.05,Cash,9.3,2865.58,4153.02,207.65100000000004,3945.3690000000006,2865.58,1079.7890000000007,27.36851736808396,Friday,January,18,Evening
INV-2024-00733,2024-01-12,19:16,A,Delhi,Normal,Female,Groceries,Cooking Oil,787.35,4,0.15,UPI,6.8,645.63,3149.4,472.40999999999997,2676.9900000000002,2582.52,94.47000000000025,3.528963500050439,Friday,January,19,Night
INV-2024-00769,2024-01-12,19:16,B,Mumbai,Member,Male,Groceries,Cooking Oil,752.6,3,0.05,Card,5.6,617.13,2257.8,112.89000000000001,2144.9100000000003,1851.3899999999999,293.52000000000044,13.684490258332534,Friday,January,19,Night
INV-2024-01575,2024-01-12,19:39,C,Bengaluru,Normal,Male,Groceries,Rice 5kg,647.5,2,0.0,UPI,6.6,530.95,1295.0,0.0,1295.0,1061.9,233.0999999999999,17.999999999999993,Friday,January,19,Night
INV-2024-02191,2024-01-12,21:15,C,Bengaluru,Normal,Male,Personal Care,Skin Care Kit,1125.97,1,0.1,UPI,7.2,653.06,1125.97,112.59700000000001,1013.373,653.06,360.3130000000001,35.555812124459614,Friday,January,21,Night
INV-2024-02489,2024-01-12,21:41,A,Delhi,Member,Female,Home & Kitchen,Bedsheet,960.73,2,0.0,UPI,6.9,634.08,1921.46,0.0,1921.46,1268.16,653.3,34.00018735753021,Friday,January,21,Night
INV-2024-01887,2024-01-13,10:28,A,Delhi,Normal,Male,Home & Kitchen,Storage Set,699.34,2,0.05,Cash,7.2,461.56,1398.68,69.93400000000001,1328.746,923.12,405.6260000000001,30.52697806804311,Saturday,January,10,Morning
INV-2024-01765,2024-01-13,10:57,B,Mumbai,Normal,Male,Home & Kitchen,Storage Set,743.36,3,0.15,UPI,7.9,490.62,2230.08,334.512,1895.568,1471.8600000000001,423.70799999999986,22.352561343090823,Saturday,January,10,Morning
INV-2024-00193,2024-01-13,11:00,A,Delhi,Member,Male,Groceries,Breakfast Cereal,405.31,2,0.05,Cash,9.5,332.35,810.62,40.531000000000006,770.0889999999999,664.7,105.3889999999999,13.685301309329171,Saturday,January,11,Morning
INV-2024-01275,2024-01-13,11:15,C,Bengaluru,Normal,Male,Clothing,Jeans,1932.24,2,0.0,UPI,5.8,1178.67,3864.48,0.0,3864.48,2357.34,1507.1399999999999,38.99981368774065,Saturday,January,11,Morning
INV-2024-00805,2024-01-13,11:19,A,Delhi,Member,Female,Sports,Yoga Mat,901.46,4,0.05,UPI,7.1,576.93,3605.84,180.29200000000003,3425.5480000000002,2307.72,1117.8280000000004,32.63209273377575,Saturday,January,11,Morning
INV-2024-00218,2024-01-13,12:08,A,Delhi,Normal,Female,Clothing,Jeans,1669.93,2,0.1,Card,7.0,1018.66,3339.86,333.98600000000005,3005.8740000000003,2037.32,968.5540000000003,32.2220425739735,Saturday,January,12,Afternoon
INV-2024-00964,2024-01-13,13:29,A,Delhi,Member,Female,Clothing,Jacket,3002.87,2,0.1,Cash,10.0,1831.75,6005.74,600.574,5405.166,3663.5,1741.6660000000002,32.22224812336938,Saturday,January,13,Afternoon
INV-2024-01532,2024-01-13,14:34,A,Delhi,Normal,Female,Electronics,Power Bank,1555.57,5,0.15,Cash,8.5,1073.34,7777.849999999999,1166.6774999999998,6611.1725,5366.7,1244.4724999999999,18.823778989279134,Saturday,January,14,Afternoon
INV-2024-00815,2024-01-13,14:36,B,Mumbai,Member,Male,Electronics,Smart Watch,3926.88,2,0.05,Card,6.6,2709.55,7853.76,392.68800000000005,7461.072,5419.1,2041.9719999999998,27.368345996393007,Saturday,January,14,Afternoon
INV-2024-00209,2024-01-13,14:37,B,Mumbai,Member,Male,Electronics,Smart Watch,3976.67,2,0.15,Cash,6.0,2743.9,7953.34,1193.001,6760.339,5487.8,1272.5389999999998,18.82359745568972,Saturday,January,14,Afternoon
INV-2024-01040,2024-01-13,14:57,C,Bengaluru,Member,Female,Groceries,Cooking Oil,761.65,5,0.05,UPI,7.6,624.55,3808.25,190.41250000000002,3617.8375,3122.75,495.0875000000001,13.684625138635997,Saturday,January,14,Afternoon
INV-2024-00938,2024-01-13,14:59,A,Delhi,Member,Female,Personal Care,Skin Care Kit,1288.74,1,0.05,Card,8.5,747.47,1288.74,64.437,1224.303,747.47,476.8330000000001,38.94730307775119,Saturday,January,14,Afternoon
INV-2024-02421,2024-01-13,14:59,B,Mumbai,Normal,Female,Electronics,Bluetooth Speaker,2785.67,2,0.1,UPI,10.0,1922.11,5571.34,557.134,5014.206,3844.22,1169.9860000000003,23.333425072683497,Saturday,January,14,Afternoon
INV-2024-00525,2024-01-13,15:01,C,Bengaluru,Normal,Female,Groceries,Rice 5kg,618.98,1,0.0,UPI,7.9,507.56,618.98,0.0,618.98,507.56,111.42000000000002,18.000581601990373,Saturday,January,15,Afternoon
INV-2024-01350,2024-01-13,15:02,B,Mumbai,Member,Female,Clothing,Sports Shoes,2438.09,1,0.2,Cash,7.0,1487.23,2438.09,487.61800000000005,1950.4720000000002,1487.23,463.2420000000002,23.750251221242866,Saturday,January,15,Afternoon
INV-2024-02201,2024-01-13,16:22,B,Mumbai,Member,Male,Groceries,Breakfast Cereal,351.32,3,0.1,UPI,10.0,288.08,1053.96,105.39600000000002,948.5640000000001,864.24,84.32400000000007,8.889647930977779,Saturday,January,16,Evening
INV-2024-01674,2024-01-13,17:07,B,Mumbai,Member,Male,Groceries,Breakfast Cereal,388.54,1,0.05,UPI,7.1,318.6,388.54,19.427000000000003,369.113,318.6,50.51299999999998,13.684969101603025,Saturday,January,17,Evening
INV-2024-01003,2024-01-13,17:43,B,Mumbai,Normal,Male,Clothing,Jeans,1751.89,4,0.1,UPI,9.2,1068.65,7007.56,700.7560000000001,6306.804,4274.6,2032.2039999999997,32.222406150563735,Saturday,January,17,Evening
INV-2024-01415,2024-01-13,18:04,B,Mumbai,Member,Female,Electronics,Power Bank,1615.01,1,0.0,Cash,7.5,1114.36,1615.01,0.0,1615.01,1114.36,500.6500000000001,30.99980805072415,Saturday,January,18,Evening
INV-2024-01255,2024-01-13,18:19,A,Delhi,Normal,Male,Clothing,Jacket,2894.55,1,0.05,UPI,8.2,1765.68,2894.55,144.72750000000002,2749.8225,1765.68,984.1425000000002,35.789310037284224,Saturday,January,18,Evening
INV-2024-01182,2024-01-13,18:28,A,Delhi,Normal,Male,Home & Kitchen,Mixer Grinder,3380.51,2,0.15,UPI,5.7,2231.14,6761.02,1014.153,5746.867,4462.28,1284.5870000000004,22.352822851129154,Saturday,January,18,Evening
INV-2024-00437,2024-01-13,18:31,A,Delhi,Member,Male,Electronics,Power Bank,1511.24,1,0.15000000000000002,Card,7.0,1042.76,1511.24,226.68600000000004,1284.554,1042.76,241.7940000000001,18.823186880426988,Saturday,January,18,Evening
INV-2024-00973,2024-01-13,19:09,C,Bengaluru,Member,Female,Home & Kitchen,Storage Set,690.29,5,0.1,Card,9.1,455.59,3451.45,345.145,3106.305,2277.95,828.355,26.66689201478928,Saturday,January,19,Night
INV-2024-00389,2024-01-13,19:19,B,Mumbai,Normal,Female,Electronics,Bluetooth Speaker,2693.08,3,0.1,UPI,5.9,1858.23,8079.24,807.924,7271.316,5574.6900000000005,1696.6259999999993,23.33313529490397,Saturday,January,19,Night
INV-2024-00099,2024-01-13,19:21,B,Mumbai,Member,Female,Home & Kitchen,Cookware Set,2285.06,2,0.0,UPI,8.7,1508.14,4570.12,0.0,4570.12,3016.28,1553.8399999999997,33.99998249498918,Saturday,January,19,Night
INV-2024-01685,2024-01-13,19:45,A,Delhi,Member,Male,Groceries,Rice 5kg,599.52,1,0.05,Cash,4.4,491.61,599.52,29.976,569.544,491.61,77.93399999999997,13.683578441700725,Saturday,January,19,Night
INV-2024-01052,2024-01-13,19:59,A,Delhi,Member,Male,Groceries,Breakfast Cereal,352.05,2,0.1,UPI,7.0,288.68,704.1,70.41000000000001,633.69,577.36,56.33000000000004,8.88920450062334,Saturday,January,19,Night
INV-2024-02099,2024-01-13,19:59,B,Mumbai,Member,Female,Clothing,Jacket,3177.46,2,0.05,Cash,5.5,1938.25,6354.92,317.74600000000004,6037.174,3876.5,2160.674,35.78949356106019,Saturday,January,19,Night
INV-2024-02399,2024-01-13,20:05,A,Delhi,Normal,Male,Electronics,Bluetooth Speaker,2591.93,4,0.0,Cash,9.9,1788.43,10367.72,0.0,10367.72,7153.72,3213.999999999999,31.000065588191035,Saturday,January,20,Night
INV-2024-00619,2024-01-13,20:12,A,Delhi,Member,Male,Clothing,Jeans,1668.02,1,0.0,UPI,9.0,1017.49,1668.02,0.0,1668.02,1017.49,650.53,39.000131892902964,Saturday,January,20,Night
INV-2024-02266,2024-01-13,20:27,C,Bengaluru,Member,Female,Sports,Fitness Band,1377.15,1,0.2,Cash,8.1,881.38,1377.15,275.43,1101.72,881.38,220.34000000000003,19.99963693134372,Saturday,January,20,Night
INV-2024-00009,2024-01-13,21:05,B,Mumbai,Normal,Female,Sports,Dumbbell Set,2481.71,3,0.05,UPI,7.5,1588.29,7445.13,372.2565,7072.8735,4764.87,2308.0035,32.63176557590066,Saturday,January,21,Night
INV-2024-00362,2024-01-13,21:20,B,Mumbai,Normal,Male,Groceries,Rice 5kg,624.76,2,0.05,UPI,4.5,512.3,1249.52,62.476,1187.0439999999999,1024.6,162.44399999999996,13.684749680719499,Saturday,January,21,Night
INV-2024-00473,2024-01-13,21:29,A,Delhi,Member,Female,Sports,Yoga Mat,838.14,3,0.2,Cash,8.6,536.41,2514.42,502.884,2011.536,1609.23,402.30600000000004,19.99994034409526,Saturday,January,21,Night
INV-2024-00392,2024-01-13,21:57,C,Bengaluru,Member,Male,Electronics,Power Bank,1452.13,4,0.0,UPI,8.7,1001.97,5808.52,0.0,5808.52,4007.88,1800.6400000000003,30.99997934069264,Saturday,January,21,Night
INV-2024-00310,2024-01-14,09:05,B,Mumbai,Member,Male,Groceries,Rice 5kg,627.0,3,0.2,Card,7.6,514.14,1881.0,376.20000000000005,1504.8,1542.42,-37.62000000000012,-2.500000000000008,Sunday,January,9,Morning
INV-2024-00037,2024-01-14,10:00,A,Delhi,Normal,Male,Sports,Cricket Bat,2027.19,3,0.1,Card,10.0,1297.4,6081.57,608.157,5473.413,3892.2000000000003,1581.2129999999993,28.88897658554177,Sunday,January,10,Morning
INV-2024-01511,2024-01-14,10:06,B,Mumbai,Normal,Female,Electronics,Smart Watch,3719.27,2,0.0,Cash,6.7,2566.3,7438.54,0.0,7438.54,5132.6,2305.9399999999996,30.999900518112423,Sunday,January,10,Morning
INV-2024-00341,2024-01-14,10:18,C,Bengaluru,Member,Female,Electronics,Power Bank,1451.68,6,0.0,UPI,7.5,1001.66,8710.08,0.0,8710.08,6009.96,2700.12,30.999944891436126,Sunday,January,10,Morning
INV-2024-02334,2024-01-14,11:00,C,Bengaluru,Member,Male,Clothing,Sports Shoes,2398.63,3,0.1,UPI,7.5,1463.16,7195.89,719.589,6476.301,4389.4800000000005,2086.821,32.22242140999931,Sunday,January,11,Morning
INV-2024-00764,2024-01-14,12:06,A,Delhi,Member,Female,Home & Kitchen,Storage Set,753.58,1,0.1,Card,7.5,497.36,753.58,75.358,678.222,497.36,180.86199999999997,26.667079510838633,Sunday,January,12,Afternoon
INV-2024-01803,2024-01-14,12:31,B,Mumbai,Normal,Female,Sports,Yoga Mat,961.26,1,0.0,Card,7.6,615.21,961.26,0.0,961.26,615.21,346.04999999999995,35.999625491542346,Sunday,January,12,Afternoon
INV-2024-02013,2024-01-14,12:48,A,Delhi,Member,Male,Clothing,T-Shirt,749.29,2,0.05,Cash,9.8,457.07,1498.58,74.929,1423.6509999999998,914.14,509.51099999999985,35.789038184217894,Sunday,January,12,Afternoon
INV-2024-01054,2024-01-14,13:01,A,Delhi,Normal,Female,Groceries,Dry Fruits,991.12,2,0.1,UPI,7.5,812.72,1982.24,198.22400000000002,1784.016,1625.44,158.57600000000002,8.888709518300285,Sunday,January,13,Afternoon
INV-2024-01117,2024-01-14,13:19,A,Delhi,Normal,Male,Personal Care,Trimmer,1982.01,3,0.1,Cash,6.8,1149.57,5946.03,594.603,5351.427,3448.71,1902.7169999999996,35.55532010433852,Sunday,January,13,Afternoon
INV-2024-00059,2024-01-14,14:00,B,Mumbai,Normal,Male,Groceries,Dry Fruits,886.24,2,0.05,UPI,9.6,726.72,1772.48,88.62400000000001,1683.856,1453.44,230.41599999999994,13.683830446308946,Sunday,January,14,Afternoon
INV-2024-00217,2024-01-14,14:30,B,Mumbai,Member,Male,Sports,Dumbbell Set,2480.11,2,0.05,UPI,7.7,1587.27,4960.22,248.01100000000002,4712.209,3174.54,1537.6689999999999,32.631595924544094,Sunday,January,14,Afternoon
INV-2024-00335,2024-01-14,14:41,C,Bengaluru,Member,Female,Groceries,Rice 5kg,617.23,3,0.05,Card,6.3,506.13,1851.69,92.5845,1759.1055000000001,1518.3899999999999,240.71550000000025,13.683971768606273,Sunday,January,14,Afternoon
INV-2024-02102,2024-01-14,14:51,B,Mumbai,Normal,Female,Electronics,Smart Watch,4138.29,1,0.05,UPI,8.8,2855.42,4138.29,206.9145,3931.3755,2855.42,1075.9555,27.36842359627057,Sunday,January,14,Afternoon
INV-2024-01105,2024-01-14,15:05,B,Mumbai,Normal,Male,Groceries,Breakfast Cereal,384.19,1,0.0,UPI,6.2,315.04,384.19,0.0,384.19,315.04,69.14999999999998,17.99890679091074,Sunday,January,15,Afternoon
INV-2024-00474,2024-01-14,15:10,B,Mumbai,Member,Female,Sports,Yoga Mat,833.5,6,0.0,Card,8.9,533.44,5001.0,0.0,5001.0,3200.6400000000003,1800.3599999999997,35.99999999999999,Sunday,January,15,Afternoon
INV-2024-00302,2024-01-14,15:24,A,Delhi,Member,Male,Clothing,Sports Shoes,2414.55,1,0.15,UPI,7.7,1472.88,2414.55,362.1825,2052.3675000000003,1472.88,579.4875000000002,28.235074858669325,Sunday,January,15,Afternoon
INV-2024-02237,2024-01-14,16:27,A,Delhi,Member,Female,Clothing,Jeans,1719.22,2,0.05,UPI,8.6,1048.72,3438.44,171.92200000000003,3266.518,2097.44,1169.078,35.78973083877082,Sunday,January,16,Evening
INV-2024-00153,2024-01-14,16:35,C,Bengaluru,Member,Male,Electronics,Bluetooth Speaker,2786.36,3,0.1,UPI,8.5,1922.59,8359.08,835.908,7523.172,5767.7699999999995,1755.402,23.333269530458697,Sunday,January,16,Evening
INV-2024-01551,2024-01-14,16:41,C,Bengaluru,Member,Female,Groceries,Dry Fruits,944.66,2,0.15000000000000002,Card,6.8,774.62,1889.32,283.398,1605.922,1549.24,56.682000000000016,3.529561211565693,Sunday,January,16,Evening
INV-2024-00231,2024-01-14,16:48,C,Bengaluru,Member,Female,Groceries,Breakfast Cereal,376.21,2,0.1,UPI,8.8,308.49,752.42,75.242,677.178,616.98,60.19799999999998,8.889538644196945,Sunday,January,16,Evening
INV-2024-01769,2024-01-14,16:49,A,Delhi,Normal,Female,Home & Kitchen,Mixer Grinder,3126.77,3,0.1,UPI,6.3,2063.67,9380.31,938.031,8442.278999999999,6191.01,2251.2689999999984,26.66660270289573,Sunday,January,16,Evening
INV-2024-01602,2024-01-14,16:50,C,Bengaluru,Member,Female,Electronics,Power Bank,1481.85,4,0.15000000000000002,UPI,8.2,1022.48,5927.4,889.1100000000001,5038.289999999999,4089.92,948.369999999999,18.82325153970889,Sunday,January,16,Evening
INV-2024-01654,2024-01-14,17:01,A,Delhi,Member,Female,Clothing,Sports Shoes,2602.9,2,0.1,Card,9.5,1587.77,5205.8,520.58,4685.22,3175.54,1509.6800000000003,32.222179534792396,Sunday,January,17,Evening
INV-2024-00963,2024-01-14,17:06,B,Mumbai,Normal,Male,Clothing,Sports Shoes,2603.52,1,0.1,UPI,9.2,1588.15,2603.52,260.35200000000003,2343.168,1588.15,755.018,32.22210272588222,Sunday,January,17,Evening
INV-2024-01240,2024-01-14,17:22,B,Mumbai,Member,Male,Personal Care,Perfume,1655.0,5,0.1,Card,8.7,959.9,8275.0,827.5,7447.5,4799.5,2648.0,35.55555555555556,Sunday,January,17,Evening
INV-2024-02379,2024-01-14,17:22,B,Mumbai,Normal,Female,Personal Care,Skin Care Kit,1185.28,1,0.05,Card,6.4,687.46,1185.28,59.264,1126.016,687.46,438.55600000000004,38.9475815618961,Sunday,January,17,Evening
INV-2024-00050,2024-01-14,17:54,A,Delhi,Normal,Male,Personal Care,Skin Care Kit,1124.93,1,0.0,Card,7.1,652.46,1124.93,0.0,1124.93,652.46,472.47,41.99994666334794,Sunday,January,17,Evening
