student_id,school,grade,section,gender,age,attendance_pct,study_hours_daily,internet_access,parent_education,mathematics,science,english,social_science,computer,average_score,median_score,subjects_passed,result,performance_band,at_risk
STU-0179,East Model,10,A,Female,15,81.4,3.8,Yes,Secondary,48.8,67.6,79.4,80.4,70.8,69.4,70.8,5,Pass,Good,No
STU-0180,West Senior,9,A,Female,15,90.9,2.2,Yes,Secondary,60.0,55.8,62.5,73.3,76.9,65.7,62.5,5,Pass,Good,No
STU-0181,East Model,9,A,Female,14,74.5,4.9,No,Postgraduate,74.5,56.0,83.7,59.3,79.3,70.56,74.5,5,Pass,Good,Yes
STU-0182,North Academy,11,B,Female,16,87.7,3.3,Yes,Secondary,86.4,78.3,72.7,60.6,68.9,73.38,72.7,5,Pass,Good,No
STU-0183,East Model,9,A,Female,14,97.0,3.2,Yes,Secondary,66.5,82.6,67.1,71.9,80.7,73.76,71.9,5,Pass,Good,No
STU-0184,East Model,11,A,Male,16,85.3,1.0,Yes,Graduate,39.6,61.4,71.4,71.8,77.9,64.42,71.4,4,Fail,Good,Yes
STU-0185,North Academy,10,B,Female,15,78.0,3.7,Yes,Graduate,71.8,72.2,57.1,71.9,67.4,68.08,71.8,5,Pass,Good,No
STU-0186,East Model,10,A,Male,16,92.8,3.3,Yes,Secondary,69.7,67.5,84.2,81.7,86.2,77.85999999999999,81.7,5,Pass,Very Good,No
STU-0187,South Public,10,C,Female,15,79.7,2.4,Yes,Postgraduate,62.7,70.5,59.3,60.8,71.1,64.88,62.7,5,Pass,Good,No
STU-0188,West Senior,12,C,Female,17,84.9,2.2,Yes,Primary,66.4,72.2,68.2,73.8,72.9,70.7,72.2,5,Pass,Good,No
STU-0189,West Senior,10,C,Male,16,87.0,3.3,No,Secondary,66.0,89.3,68.5,56.3,77.3,71.48,68.5,5,Pass,Good,No
STU-0190,East Model,10,A,Male,15,66.1,3.1,No,Secondary,79.6,65.0,71.2,62.4,53.2,66.28,65.0,5,Pass,Good,Yes
STU-0191,West Senior,11,B,Male,17,95.7,5.7,No,Graduate,86.6,88.3,100.0,100.0,100.0,94.97999999999999,100.0,5,Pass,Excellent,No
STU-0192,North Academy,9,A,Female,14,86.9,1.5,Yes,Postgraduate,62.8,64.9,74.8,64.4,74.4,68.25999999999999,64.9,5,Pass,Good,No
STU-0193,East Model,12,B,Male,17,99.6,3.1,Yes,Graduate,67.3,71.7,65.8,77.2,87.1,73.82000000000001,71.7,5,Pass,Good,No
STU-0194,South Public,12,C,Female,18,100.0,3.0,Yes,Graduate,85.6,68.3,78.0,87.4,80.1,79.88,80.1,5,Pass,Very Good,No
STU-0195,South Public,9,A,Male,15,99.2,1.4,Yes,Secondary,74.5,42.5,82.4,75.3,74.7,69.88,74.7,5,Pass,Good,No
STU-0196,West Senior,9,A,Female,14,85.6,3.7,Yes,Secondary,72.2,84.4,82.7,80.2,66.9,77.28,80.2,5,Pass,Very Good,No
STU-0197,East Model,12,B,Male,17,78.5,1.9,No,Graduate,57.0,56.8,61.9,61.4,45.9,56.6,57.0,5,Pass,Average,No
STU-0198,West Senior,10,B,Male,16,66.1,3.5,Yes,Primary,58.6,56.2,39.7,74.5,69.6,59.720000000000006,58.6,4,Fail,Good,Yes
STU-0199,North Academy,12,A,Female,18,80.2,0.9,Yes,Secondary,60.5,64.8,58.9,49.7,70.5,60.879999999999995,60.5,5,Pass,Good,No
STU-0200,North Academy,12,C,Male,17,83.9,3.3,Yes,Secondary,60.4,69.6,78.3,52.7,61.9,64.58,61.9,5,Pass,Good,No
STU-0201,North Academy,12,B,Male,18,83.9,1.0,Yes,Graduate,65.5,41.6,76.7,48.1,66.2,59.620000000000005,65.5,5,Pass,Good,No
STU-0202,West Senior,12,A,Male,17,82.2,1.5,Yes,Graduate,64.6,47.9,72.7,64.3,54.0,60.7,64.3,5,Pass,Good,No
STU-0203,East Model,9,B,Female,14,74.6,0.5,Yes,Secondary,62.3,74.8,48.3,58.3,54.3,59.6,58.3,5,Pass,Good,Yes
STU-0204,East Model,10,B,Female,15,78.1,0.5,No,Secondary,39.7,64.6,64.2,63.7,60.5,58.54,63.7,4,Fail,Average,Yes
STU-0205,East Model,9,A,Male,15,95.7,2.1,No,Graduate,72.5,75.8,90.6,80.2,79.1,79.64000000000001,79.1,5,Pass,Very Good,No
STU-0206,South Public,11,A,Female,16,82.5,5.9,Yes,Secondary,83.8,81.6,85.9,68.5,53.1,74.58,81.6,5,Pass,Very Good,No
STU-0207,West Senior,10,B,Female,16,81.8,2.4,Yes,Graduate,53.9,66.7,65.7,72.6,53.0,62.379999999999995,65.7,5,Pass,Good,No
STU-0208,East Model,11,B,Female,17,80.9,2.5,Yes,Secondary,60.6,59.2,71.4,69.4,78.5,67.82000000000001,69.4,5,Pass,Good,No
STU-0209,West Senior,10,A,Female,15,81.1,1.3,Yes,Primary,64.0,66.7,65.9,73.1,52.6,64.46000000000001,65.9,5,Pass,Good,No
STU-0210,West Senior,12,A,Male,18,80.8,5.1,Yes,Postgraduate,71.7,69.4,82.4,65.5,78.3,73.46000000000001,71.7,5,Pass,Good,No
STU-0211,North Academy,10,C,Female,15,98.4,0.5,No,Primary,64.8,55.7,73.9,45.9,66.1,61.279999999999994,64.8,5,Pass,Good,No
STU-0212,East Model,11,C,Female,16,78.1,3.1,Yes,Secondary,62.0,64.6,67.7,59.0,79.1,66.47999999999999,64.6,5,Pass,Good,No
STU-0213,North Academy,10,A,Female,15,76.1,2.7,Yes,Secondary,74.5,77.4,74.4,74.6,71.4,74.46,74.5,5,Pass,Very Good,No
STU-0214,South Public,9,B,Male,15,86.6,2.3,Yes,Secondary,59.9,75.4,75.4,69.1,79.5,71.86,75.4,5,Pass,Good,No
STU-0215,West Senior,9,A,Female,14,70.9,1.7,Yes,Secondary,52.5,50.1,63.7,81.2,57.8,61.06,57.8,5,Pass,Good,Yes
STU-0216,North Academy,10,A,Male,15,79.9,0.8,No,Secondary,42.1,61.8,62.1,50.3,69.4,57.14000000000001,61.8,5,Pass,Average,No
STU-0217,East Model,12,C,Male,17,84.4,2.3,Yes,Postgraduate,45.3,58.1,69.4,67.4,73.7,62.78000000000001,67.4,5,Pass,Good,No
STU-0218,West Senior,9,A,Male,15,89.7,1.9,Yes,Graduate,59.7,58.8,58.9,59.6,91.0,65.6,59.6,5,Pass,Good,No
STU-0219,North Academy,12,C,Male,18,80.7,2.6,Yes,Secondary,86.2,48.7,90.9,66.1,57.7,69.91999999999999,66.1,5,Pass,Good,No
STU-0220,South Public,9,C,Male,15,77.6,1.0,No,Graduate,66.5,43.0,58.7,64.0,47.0,55.839999999999996,58.7,5,Pass,Average,No
STU-0221,West Senior,12,A,Female,17,84.3,2.1,Yes,Secondary,40.6,68.9,70.6,75.2,64.9,64.04,68.9,5,Pass,Good,No
STU-0222,West Senior,11,B,Male,17,77.9,3.4,Yes,Graduate,77.5,79.6,77.6,77.3,78.5,78.1,77.6,5,Pass,Very Good,No
STU-0223,West Senior,11,B,Male,16,63.7,0.7,Yes,Secondary,49.9,57.1,60.7,71.6,60.2,59.9,60.2,5,Pass,Good,Yes
STU-0224,South Public,10,C,Male,16,91.9,2.8,Yes,Secondary,65.0,60.5,62.2,90.0,84.2,72.38,65.0,5,Pass,Good,No
STU-0225,North Academy,9,A,Female,15,82.1,0.4,Yes,Graduate,55.0,68.2,59.6,62.1,66.4,62.260000000000005,62.1,5,Pass,Good,No
STU-0226,East Model,9,C,Male,14,93.9,1.5,Yes,Secondary,82.8,50.4,73.6,75.6,71.1,70.7,73.6,5,Pass,Good,No
STU-0227,North Academy,11,B,Female,17,82.0,0.6,Yes,Postgraduate,37.5,63.5,66.4,57.7,52.9,55.6,57.7,4,Fail,Average,Yes
STU-0228,North Academy,11,C,Male,16,98.7,3.2,Yes,Primary,85.1,83.9,83.1,69.3,90.7,82.41999999999999,83.9,5,Pass,Very Good,No
STU-0229,North Academy,9,B,Female,15,100.0,1.8,Yes,Secondary,82.8,88.3,75.7,64.4,90.6,80.36000000000001,82.8,5,Pass,Very Good,No
STU-0230,East Model,10,C,Male,16,74.8,2.1,Yes,Primary,65.9,68.4,69.2,85.2,69.3,71.6,69.2,5,Pass,Good,Yes
STU-0231,East Model,12,A,Male,17,89.2,1.3,Yes,Secondary,62.8,62.5,63.0,49.2,75.6,62.620000000000005,62.8,5,Pass,Good,No
STU-0232,North Academy,11,C,Female,16,72.9,2.7,No,Graduate,44.6,71.9,72.1,65.3,62.2,63.21999999999999,65.3,5,Pass,Good,Yes
STU-0233,East Model,9,B,Female,14,83.5,1.2,Yes,Postgraduate,49.2,63.9,62.7,76.4,58.9,62.220000000000006,62.7,5,Pass,Good,No
STU-0234,South Public,9,A,Male,14,74.7,3.1,No,Secondary,78.3,56.7,84.7,52.1,67.4,67.84,67.4,5,Pass,Good,Yes
STU-0235,West Senior,11,B,Male,17,81.0,1.5,Yes,Primary,53.9,49.3,66.7,64.3,83.6,63.55999999999999,64.3,5,Pass,Good,No
STU-0236,North Academy,9,A,Male,15,91.7,2.2,Yes,Graduate,69.3,71.5,74.8,79.7,68.4,72.74000000000001,71.5,5,Pass,Good,No
STU-0237,West Senior,11,B,Female,17,93.0,1.4,Yes,Graduate,67.0,68.5,83.2,63.1,59.2,68.2,67.0,5,Pass,Good,No
STU-0238,East Model,12,B,Female,18,87.8,1.3,Yes,Postgraduate,76.4,49.5,74.8,55.2,79.5,67.08,74.8,5,Pass,Good,No
STU-0239,North Academy,11,C,Male,16,81.6,1.8,No,Secondary,54.5,68.6,70.2,50.4,52.8,59.3,54.5,5,Pass,Good,No
STU-0240,East Model,11,B,Male,16,94.2,1.5,Yes,Graduate,66.5,62.7,71.2,69.8,71.2,68.28,69.8,5,Pass,Good,No
STU-0241,North Academy,9,C,Male,15,100.0,2.9,No,Secondary,76.0,73.8,80.8,71.5,85.3,77.48,76.0,5,Pass,Very Good,No
STU-0242,West Senior,10,B,Female,15,83.5,1.0,No,Primary,55.5,50.1,60.2,50.5,65.2,56.3,55.5,5,Pass,Average,No
STU-0243,South Public,11,C,Female,17,96.4,0.4,Yes,Primary,54.4,45.9,63.5,75.5,54.0,58.660000000000004,54.4,5,Pass,Average,No
STU-0244,West Senior,12,B,Male,18,78.8,1.1,No,Secondary,38.0,48.8,61.9,76.4,76.4,60.3,61.9,4,Fail,Good,Yes
STU-0245,West Senior,11,B,Female,16,97.3,1.4,Yes,Secondary,59.9,66.4,90.3,77.5,80.9,75.0,77.5,5,Pass,Very Good,No
STU-0246,West Senior,9,C,Female,14,74.4,7.0,Yes,Secondary,67.9,95.3,88.2,88.2,100.0,87.91999999999999,88.2,5,Pass,Very Good,Yes
STU-0247,East Model,10,B,Female,15,92.2,1.3,Yes,Secondary,72.4,91.8,75.2,56.7,68.6,72.93999999999998,72.4,5,Pass,Good,No
STU-0248,North Academy,9,C,Female,14,98.7,7.0,No,Secondary,100.0,93.8,99.7,92.7,100.0,97.24,99.7,5,Pass,Excellent,No
STU-0249,West Senior,9,C,Male,14,78.4,2.6,No,Secondary,58.5,62.1,52.6,70.7,80.5,64.88,62.1,5,Pass,Good,No
STU-0250,East Model,10,C,Female,15,77.5,1.5,No,Secondary,44.2,82.7,66.6,55.9,62.5,62.379999999999995,62.5,5,Pass,Good,No
STU-0251,South Public,10,C,Male,15,75.6,1.3,No,Secondary,59.2,54.7,72.5,64.0,73.1,64.7,64.0,5,Pass,Good,No
STU-0252,South Public,9,B,Female,14,76.0,2.9,No,Secondary,54.1,70.3,82.1,72.6,75.9,71.0,72.6,5,Pass,Good,No
STU-0253,North Academy,9,C,Female,14,84.1,4.8,Yes,Graduate,77.2,67.1,89.1,76.7,63.2,74.66,76.7,5,Pass,Very Good,No
STU-0254,West Senior,12,A,Female,17,75.1,2.0,Yes,Secondary,62.1,66.7,61.8,82.7,73.7,69.4,66.7,5,Pass,Good,No
STU-0255,South Public,12,C,Female,17,80.9,1.0,No,Graduate,69.3,61.9,55.6,60.9,73.5,64.24,61.9,5,Pass,Good,No
STU-0256,South Public,11,A,Female,16,76.2,4.9,Yes,Secondary,62.8,72.0,87.6,77.3,90.6,78.05999999999999,77.3,5,Pass,Very Good,No
STU-0257,North Academy,11,C,Male,16,61.6,1.3,Yes,Graduate,42.8,46.9,56.2,75.5,57.7,55.81999999999999,56.2,5,Pass,Average,Yes
STU-0258,North Academy,9,A,Female,14,71.0,2.0,Yes,Primary,56.8,42.2,62.0,48.4,58.0,53.48,56.8,5,Pass,Average,Yes
STU-0259,North Academy,12,A,Male,17,77.3,3.4,No,Secondary,84.0,51.5,82.1,50.7,63.0,66.26,63.0,5,Pass,Good,No
STU-0260,East Model,12,C,Male,17,93.9,6.3,Yes,Secondary,78.2,81.4,92.4,93.3,86.9,86.44000000000001,86.9,5,Pass,Very Good,No
STU-0261,West Senior,10,A,Male,15,71.3,2.4,No,Secondary,61.9,79.1,53.2,68.3,73.8,67.26,68.3,5,Pass,Good,Yes
STU-0262,West Senior,10,B,Male,15,81.6,1.8,Yes,Secondary,47.5,63.2,68.8,86.5,64.4,66.08,64.4,5,Pass,Good,No
STU-0263,West Senior,11,B,Male,16,68.8,2.9,No,Graduate,47.5,60.8,53.1,64.0,60.7,57.220000000000006,60.7,5,Pass,Average,Yes
STU-0264,North Academy,12,A,Female,17,78.7,3.3,Yes,Graduate,79.3,50.6,65.7,84.9,73.1,70.72,73.1,5,Pass,Good,No
STU-0265,West Senior,9,A,Male,14,90.7,1.8,Yes,Graduate,74.5,72.8,58.7,73.8,81.9,72.34,73.8,5,Pass,Good,No
STU-0266,West Senior,11,B,Female,17,85.3,1.6,Yes,Secondary,62.7,56.5,78.7,51.7,86.4,67.2,62.7,5,Pass,Good,No
STU-0267,North Academy,11,B,Female,17,83.6,2.1,Yes,Postgraduate,74.1,64.8,65.9,69.3,75.9,70.0,69.3,5,Pass,Good,No
STU-0268,West Senior,9,B,Female,14,77.7,0.8,No,Graduate,46.1,51.9,78.1,60.2,68.1,60.879999999999995,60.2,5,Pass,Good,No
STU-0269,West Senior,11,A,Male,16,91.7,1.1,Yes,Graduate,61.2,64.0,45.6,59.6,66.3,59.339999999999996,61.2,5,Pass,Good,No
STU-0270,North Academy,11,C,Female,17,86.0,2.9,Yes,Primary,68.6,68.2,77.2,90.1,73.1,75.44000000000001,73.1,5,Pass,Very Good,No
STU-0271,South Public,9,A,Female,14,72.5,1.1,Yes,Secondary,49.8,43.9,62.5,77.2,57.3,58.14,57.3,5,Pass,Average,Yes
STU-0272,South Public,12,C,Female,17,93.2,1.5,Yes,Secondary,57.8,74.1,61.4,77.6,76.9,69.55999999999999,74.1,5,Pass,Good,No
STU-0273,East Model,11,B,Male,16,80.7,1.3,Yes,Graduate,73.9,70.5,56.8,62.4,61.0,64.91999999999999,62.4,5,Pass,Good,No
STU-0274,West Senior,12,C,Female,17,74.2,0.6,Yes,Secondary,58.7,42.2,52.8,63.3,60.9,55.58,58.7,5,Pass,Average,Yes
STU-0275,West Senior,9,B,Female,14,96.8,1.5,Yes,Graduate,73.8,71.6,76.6,64.1,70.3,71.28,71.6,5,Pass,Good,No
STU-0276,North Academy,9,A,Female,15,71.9,2.0,Yes,Secondary,65.2,62.8,72.5,46.9,73.4,64.16,65.2,5,Pass,Good,Yes
STU-0277,North Academy,12,A,Male,17,80.2,1.1,Yes,Graduate,61.5,49.6,76.4,57.3,76.3,64.22,61.5,5,Pass,Good,No
STU-0278,West Senior,10,C,Male,15,87.6,5.9,Yes,Secondary,77.6,71.2,94.6,78.3,88.7,82.08,78.3,5,Pass,Very Good,No
STU-0279,West Senior,12,C,Female,18,90.1,1.9,Yes,Postgraduate,60.5,59.6,55.1,55.6,75.6,61.279999999999994,59.6,5,Pass,Good,No
STU-0280,South Public,11,A,Female,16,80.1,2.1,Yes,Graduate,72.9,61.1,62.2,61.4,65.6,64.63999999999999,62.2,5,Pass,Good,No
STU-0281,East Model,12,A,Female,17,91.2,1.1,No,Primary,59.5,77.1,95.5,66.6,78.0,75.34,77.1,5,Pass,Very Good,No
STU-0282,North Academy,11,C,Male,17,87.0,1.9,Yes,Secondary,58.3,41.7,90.6,77.6,94.1,72.46,77.6,5,Pass,Good,No
STU-0283,South Public,12,C,Female,18,96.2,3.8,Yes,Secondary,64.1,73.6,80.1,76.8,82.0,75.32,76.8,5,Pass,Very Good,No
STU-0284,East Model,12,B,Female,18,89.3,0.5,Yes,Graduate,68.0,59.0,39.1,66.7,85.6,63.67999999999999,66.7,4,Fail,Good,Yes
STU-0285,South Public,11,C,Female,17,86.6,1.2,Yes,Secondary,59.2,60.8,60.2,60.9,79.2,64.06,60.8,5,Pass,Good,No
STU-0286,West Senior,10,C,Female,15,95.4,3.1,Yes,Postgraduate,73.2,70.6,86.3,78.5,71.4,76.0,73.2,5,Pass,Very Good,No
STU-0287,East Model,10,B,Male,15,74.8,0.9,Yes,Postgraduate,53.6,62.8,39.2,51.6,61.7,53.78000000000001,53.6,4,Fail,Average,Yes
STU-0288,East Model,12,A,Male,17,72.3,2.2,No,Primary,28.7,54.6,64.2,62.8,60.0,54.06,60.0,4,Fail,Average,Yes
STU-0289,East Model,10,A,Female,15,77.1,2.9,No,Graduate,66.8,67.5,95.3,58.5,80.8,73.78,67.5,5,Pass,Good,No
STU-0290,North Academy,12,A,Male,17,94.9,0.3,Yes,Postgraduate,51.2,48.5,56.7,62.3,73.8,58.5,56.7,5,Pass,Average,No
STU-0291,South Public,11,C,Male,16,82.3,1.0,No,Graduate,56.4,64.7,65.6,40.1,62.4,57.839999999999996,62.4,5,Pass,Average,No
STU-0292,South Public,9,A,Male,14,92.7,5.1,Yes,Primary,79.8,78.8,67.4,72.7,80.2,75.78,78.8,5,Pass,Very Good,No
STU-0293,North Academy,11,A,Male,16,79.4,2.6,Yes,Graduate,55.9,67.0,70.1,77.6,66.5,67.42,67.0,5,Pass,Good,No
STU-0294,West Senior,9,A,Male,14,64.3,2.0,Yes,Secondary,54.1,59.7,67.8,59.2,57.7,59.7,59.2,5,Pass,Good,Yes
STU-0295,North Academy,10,A,Male,16,79.1,3.4,Yes,Primary,61.4,74.0,69.3,82.3,82.2,73.84,74.0,5,Pass,Good,No
STU-0296,West Senior,10,B,Male,15,86.3,2.3,Yes,Secondary,67.7,73.5,81.6,75.7,58.5,71.4,73.5,5,Pass,Good,No
STU-0297,North Academy,9,C,Female,14,74.2,1.6,No,Secondary,57.8,76.2,64.8,68.0,42.3,61.82000000000001,64.8,5,Pass,Good,Yes
STU-0298,West Senior,12,B,Female,17,74.9,1.2,No,Secondary,62.9,67.1,50.0,60.1,57.9,59.6,60.1,5,Pass,Good,Yes
STU-0299,South Public,12,C,Female,18,97.1,4.4,Yes,Graduate,71.6,75.4,90.9,75.1,77.5,78.1,75.4,5,Pass,Very Good,No
STU-0300,East Model,10,C,Male,15,58.7,1.2,Yes,Secondary,45.6,54.8,60.0,52.2,60.6,54.64000000000001,54.8,5,Pass,Average,Yes
STU-0301,East Model,10,C,Female,16,65.3,6.0,Yes,Secondary,80.2,100.0,85.2,72.9,85.6,84.78,85.2,5,Pass,Very Good,Yes
STU-0302,West Senior,9,A,Male,14,71.2,1.4,Yes,Primary,39.7,85.4,72.7,51.6,66.1,63.1,66.1,4,Fail,Good,Yes
STU-0303,North Academy,11,A,Male,16,84.1,3.4,No,Secondary,59.9,78.5,71.7,67.0,75.9,70.6,71.7,5,Pass,Good,No
STU-0304,West Senior,11,A,Female,16,81.4,1.0,Yes,Graduate,51.7,59.0,74.8,41.7,48.4,55.11999999999999,51.7,5,Pass,Average,No
STU-0305,South Public,9,C,Female,14,81.0,0.5,Yes,Primary,43.5,72.6,61.1,73.6,72.0,64.55999999999999,72.0,5,Pass,Good,No
STU-0306,South Public,9,B,Female,15,100.0,0.4,Yes,Graduate,55.5,50.0,64.9,78.0,75.3,64.74,64.9,5,Pass,Good,No
STU-0307,North Academy,9,B,Female,14,73.9,4.4,Yes,Postgraduate,71.9,69.1,85.9,72.7,71.3,74.18,71.9,5,Pass,Very Good,Yes
STU-0308,East Model,9,A,Male,14,77.8,7.0,No,Secondary,91.3,76.5,64.7,78.1,95.9,81.3,78.1,5,Pass,Very Good,No
STU-0309,South Public,10,C,Female,16,79.6,3.8,No,Secondary,60.4,80.7,53.4,72.3,82.6,69.88,72.3,5,Pass,Good,No
STU-0310,South Public,12,C,Female,17,99.5,2.1,No,Primary,67.3,84.8,76.8,60.1,57.9,69.38,67.3,5,Pass,Good,No
STU-0311,East Model,12,A,Female,17,91.9,2.1,Yes,Secondary,73.6,58.3,70.5,71.1,70.2,68.74,70.5,5,Pass,Good,No
STU-0312,South Public,9,B,Female,14,94.5,5.2,Yes,Secondary,82.5,77.2,72.5,85.2,97.5,82.97999999999999,82.5,5,Pass,Very Good,No
STU-0313,South Public,11,C,Female,16,87.6,1.7,Yes,Graduate,64.1,63.1,70.7,54.1,76.8,65.75999999999999,64.1,5,Pass,Good,No
STU-0314,North Academy,9,A,Female,14,94.3,5.1,Yes,Secondary,68.6,74.7,82.8,79.7,96.0,80.36,79.7,5,Pass,Very Good,No
STU-0315,East Model,10,B,Female,15,85.5,2.7,Yes,Secondary,67.8,66.2,82.7,68.6,62.8,69.61999999999999,67.8,5,Pass,Good,No
STU-0316,North Academy,12,C,Female,18,82.3,2.7,Yes,Graduate,50.7,79.1,60.8,62.7,82.4,67.14000000000001,62.7,5,Pass,Good,No
STU-0317,East Model,11,C,Female,16,82.8,4.1,No,Graduate,53.0,63.5,80.7,77.2,89.2,72.72,77.2,5,Pass,Good,No
STU-0318,West Senior,9,A,Female,14,88.3,1.2,Yes,Graduate,76.1,58.3,65.9,73.9,78.6,70.55999999999999,73.9,5,Pass,Good,No
STU-0319,North Academy,12,B,Female,17,74.4,4.8,Yes,Secondary,64.7,73.7,93.6,69.9,71.8,74.74,71.8,5,Pass,Very Good,Yes
STU-0320,South Public,12,C,Male,17,84.1,1.5,Yes,Secondary,54.0,76.4,80.7,58.4,61.2,66.14,61.2,5,Pass,Good,No
STU-0321,East Model,11,C,Male,16,88.6,1.9,Yes,Secondary,59.1,59.0,68.0,58.7,68.9,62.74000000000001,59.1,5,Pass,Good,No
STU-0322,North Academy,12,A,Male,18,80.6,2.0,Yes,Postgraduate,64.3,58.5,62.8,81.4,71.4,67.67999999999999,64.3,5,Pass,Good,No
STU-0323,East Model,10,A,Male,15,70.7,1.7,Yes,Graduate,63.8,64.7,72.0,51.4,73.5,65.08,64.7,5,Pass,Good,Yes
STU-0324,South Public,12,A,Female,18,98.1,2.2,Yes,Secondary,50.7,67.8,86.4,61.6,68.4,66.97999999999999,67.8,5,Pass,Good,No
STU-0325,East Model,10,B,Male,15,95.5,2.1,Yes,Secondary,55.1,55.5,73.3,56.6,64.8,61.05999999999999,56.6,5,Pass,Good,No
STU-0326,East Model,10,C,Female,16,88.1,2.1,Yes,Graduate,56.2,54.4,69.8,58.4,80.5,63.85999999999999,58.4,5,Pass,Good,No
STU-0327,North Academy,9,B,Male,15,78.5,2.6,Yes,Secondary,49.6,64.6,62.0,54.2,83.8,62.839999999999996,62.0,5,Pass,Good,No
STU-0328,North Academy,10,C,Female,16,82.7,1.9,No,Secondary,61.7,52.6,44.4,76.7,72.8,61.64000000000001,61.7,5,Pass,Good,No
STU-0329,East Model,10,A,Male,16,82.3,1.5,Yes,Graduate,61.4,56.4,73.9,71.4,63.6,65.34,63.6,5,Pass,Good,No
STU-0330,West Senior,9,B,Male,14,79.4,2.3,Yes,Graduate,71.6,83.8,61.3,81.0,72.1,73.96,72.1,5,Pass,Good,No
STU-0331,South Public,11,A,Male,16,86.9,0.7,No,Secondary,57.8,52.4,69.1,84.5,53.8,63.519999999999996,57.8,5,Pass,Good,No
STU-0332,South Public,10,C,Male,15,89.6,2.1,Yes,Primary,45.9,67.1,68.2,75.1,62.0,63.65999999999999,67.1,5,Pass,Good,No
STU-0333,East Model,11,C,Female,16,79.7,2.5,Yes,Secondary,59.5,59.2,73.9,66.3,67.1,65.2,66.3,5,Pass,Good,No
STU-0334,South Public,12,C,Male,17,62.0,4.3,Yes,Secondary,75.2,57.4,73.3,66.2,82.4,70.9,73.3,5,Pass,Good,Yes
STU-0335,West Senior,10,C,Female,15,90.9,3.1,No,Secondary,50.1,70.9,62.6,62.6,77.7,64.78,62.6,5,Pass,Good,No
STU-0336,West Senior,9,C,Male,14,77.9,3.2,Yes,Graduate,65.1,91.4,66.8,67.7,63.6,70.92,66.8,5,Pass,Good,No
STU-0337,East Model,11,B,Male,17,72.2,0.9,No,Postgraduate,43.5,71.3,56.2,71.7,60.5,60.64,60.5,5,Pass,Good,Yes
STU-0338,West Senior,12,B,Male,17,92.2,0.6,No,Graduate,56.3,50.3,73.6,60.9,74.2,63.06,60.9,5,Pass,Good,No
STU-0339,North Academy,12,A,Male,17,92.6,6.1,Yes,Secondary,79.1,81.8,62.4,84.6,87.2,79.02,81.8,5,Pass,Very Good,No
STU-0340,North Academy,9,A,Male,14,71.7,2.0,No,Secondary,63.4,65.1,59.2,69.6,53.2,62.09999999999999,63.4,5,Pass,Good,Yes
STU-0341,East Model,11,C,Male,16,80.1,1.6,No,Graduate,59.0,53.8,69.1,53.4,72.2,61.5,59.0,5,Pass,Good,No
STU-0342,North Academy,9,C,Male,14,86.1,2.9,Yes,Graduate,87.2,56.4,85.6,83.0,83.8,79.2,83.8,5,Pass,Very Good,No
STU-0343,East Model,11,A,Female,16,84.1,1.1,No,Secondary,46.7,62.5,63.7,52.8,48.3,54.8,52.8,5,Pass,Average,No
STU-0344,East Model,12,B,Female,17,75.3,2.0,Yes,Graduate,52.7,56.2,73.3,67.9,78.1,65.64,67.9,5,Pass,Good,No
STU-0345,East Model,12,B,Female,18,65.9,2.1,Yes,Secondary,50.6,62.8,69.9,55.8,56.0,59.02,56.0,5,Pass,Good,Yes
STU-0346,South Public,12,A,Female,17,73.5,0.4,No,Secondary,57.8,59.5,57.3,34.2,67.3,55.220000000000006,57.8,4,Fail,Average,Yes
STU-0347,West Senior,9,C,Female,14,76.3,2.4,Yes,Primary,78.7,55.7,68.1,65.9,72.1,68.1,68.1,5,Pass,Good,No
STU-0348,West Senior,10,A,Male,16,78.0,3.4,Yes,Graduate,70.7,67.3,75.5,81.0,84.8,75.86,75.5,5,Pass,Very Good,No
STU-0349,South Public,12,B,Female,17,88.7,1.6,Yes,Secondary,64.3,94.7,70.8,76.7,82.2,77.74,76.7,5,Pass,Very Good,No
STU-0350,West Senior,9,A,Male,15,84.4,4.1,Yes,Secondary,55.0,77.1,71.1,63.4,80.2,69.35999999999999,71.1,5,Pass,Good,No
STU-0351,East Model,10,B,Male,16,84.1,1.9,Yes,Graduate,71.6,64.9,69.8,80.0,83.8,74.02000000000001,71.6,5,Pass,Very Good,No
STU-0352,East Model,10,C,Male,15,86.4,0.5,Yes,Secondary,64.5,55.0,56.9,64.5,68.1,61.8,64.5,5,Pass,Good,No
STU-0353,South Public,10,B,Male,15,73.9,1.3,Yes,Postgraduate,43.6,54.9,66.2,72.9,59.3,59.379999999999995,59.3,5,Pass,Good,Yes
STU-0354,South Public,12,B,Female,17,85.1,2.5,No,Graduate,65.7,78.3,74.6,60.4,58.4,67.47999999999999,65.7,5,Pass,Good,No
STU-0355,North Academy,9,C,Female,14,100.0,4.7,Yes,Secondary,97.1,76.7,98.4,61.8,86.9,84.18000000000002,86.9,5,Pass,Very Good,No
STU-0356,East Model,12,B,Male,18,63.6,3.0,Yes,Graduate,71.9,58.7,55.9,58.0,74.0,63.7,58.7,5,Pass,Good,Yes
STU-0357,West Senior,11,C,Female,16,89.1,3.9,No,Graduate,67.9,75.9,88.5,71.6,60.0,72.78,71.6,5,Pass,Good,No
