date,city,region,temperature_max_c,temperature_min_c,rainfall_mm,humidity_pct,wind_speed_kmh,weather_condition
2024-07-26,Delhi,North,41.6,32.0,0.0,61.6,4.8,Clear
2024-07-27,Delhi,North,40.4,29.8,157.5,78.8,10.1,Heavy Rain
2024-07-28,Delhi,North,45.0,32.9,0.0,62.3,12.1,Clear
2024-07-29,Delhi,North,42.7,33.5,0.0,68.8,13.9,Clear
2024-07-30,Delhi,North,36.9,26.1,0.0,78.4,18.0,Clear
2024-07-31,Delhi,North,42.2,31.5,56.3,84.6,12.4,Rain
2024-08-01,Delhi,North,44.2,31.3,231.8,57.1,7.0,Heavy Rain
2024-08-02,Delhi,North,43.8,33.0,0.0,66.9,7.3,Clear
2024-08-03,Delhi,North,37.8,26.9,0.0,76.9,3.0,Clear
2024-08-04,Delhi,North,42.8,32.4,214.1,75.9,7.7,Heavy Rain
2024-08-05,Delhi,North,44.3,31.3,0.0,78.7,7.7,Clear
2024-08-06,Delhi,North,39.1,26.8,129.5,68.2,5.9,Heavy Rain
2024-08-07,Delhi,North,42.2,31.0,43.9,78.2,6.0,Rain
2024-08-08,Delhi,North,40.6,30.8,82.5,84.3,9.6,Heavy Rain
2024-08-09,Delhi,North,44.5,34.0,28.5,84.3,15.3,Rain
2024-08-10,Delhi,North,43.3,33.6,72.2,63.2,16.0,Heavy Rain
2024-08-11,Delhi,North,43.5,30.7,0.0,76.6,5.4,Clear
2024-08-12,Delhi,North,37.9,26.5,0.0,72.7,5.6,Clear
2024-08-13,Delhi,North,42.9,31.5,75.2,73.1,9.0,Heavy Rain
2024-08-14,Delhi,North,38.8,28.1,143.6,64.7,14.5,Heavy Rain
2024-08-15,Delhi,North,39.1,27.3,44.0,65.4,10.2,Rain
2024-08-16,Delhi,North,41.7,31.8,0.0,75.7,5.9,Clear
2024-08-17,Delhi,North,41.2,31.3,99.4,63.9,12.2,Heavy Rain
2024-08-18,Delhi,North,40.6,30.7,0.0,75.9,3.6,Clear
2024-08-19,Delhi,North,40.5,33.1,107.7,59.8,25.0,Heavy Rain
2024-08-20,Delhi,North,37.3,23.3,95.3,82.4,23.9,Heavy Rain
2024-08-21,Delhi,North,41.3,30.0,0.0,61.3,6.2,Clear
2024-08-22,Delhi,North,40.1,27.5,137.1,79.2,18.7,Heavy Rain
2024-08-23,Delhi,North,36.3,26.3,70.9,98.0,8.5,Heavy Rain
2024-08-24,Delhi,North,40.8,29.0,146.0,82.3,10.3,Heavy Rain
2024-08-25,Delhi,North,42.7,31.0,98.4,85.0,13.6,Heavy Rain
2024-08-26,Delhi,North,42.8,32.1,49.5,90.0,26.9,Rain
2024-08-27,Delhi,North,39.8,28.4,117.1,59.8,12.6,Heavy Rain
2024-08-28,Delhi,North,37.9,26.6,45.1,76.8,13.0,Rain
2024-08-29,Delhi,North,40.1,28.9,87.9,57.9,24.3,Heavy Rain
2024-08-30,Delhi,North,39.1,28.7,48.5,87.5,18.9,Rain
2024-08-31,Delhi,North,38.6,26.6,24.7,75.0,8.7,Rain
2024-09-01,Delhi,North,39.8,30.0,0.0,74.1,5.0,Clear
2024-09-02,Delhi,North,40.0,29.8,0.0,52.5,33.1,Clear
2024-09-03,Delhi,North,35.3,24.9,16.4,72.5,14.8,Rain
2024-09-04,Delhi,North,37.7,25.2,132.0,72.0,13.2,Heavy Rain
2024-09-05,Delhi,North,38.6,25.1,42.9,67.7,25.6,Rain
2024-09-06,Delhi,North,36.9,25.4,56.4,67.1,8.2,Rain
2024-09-07,Delhi,North,35.0,25.9,113.2,81.7,9.6,Heavy Rain
2024-09-08,Delhi,North,36.4,25.3,0.0,72.6,8.0,Clear
2024-09-09,Delhi,North,36.0,24.8,93.8,86.2,8.6,Heavy Rain
2024-09-10,Delhi,North,36.0,23.7,63.7,73.5,14.5,Rain
2024-09-11,Delhi,North,37.4,25.1,158.6,78.3,12.7,Heavy Rain
2024-09-12,Delhi,North,34.9,23.8,135.8,83.7,19.1,Heavy Rain
2024-09-13,Delhi,North,39.2,26.0,128.0,90.9,11.8,Heavy Rain
2024-09-14,Delhi,North,36.2,25.2,88.8,76.7,15.1,Heavy Rain
2024-09-15,Delhi,North,36.9,24.8,289.4,76.1,21.2,Heavy Rain
2024-09-16,Delhi,North,38.8,26.1,85.4,93.5,23.7,Heavy Rain
2024-09-17,Delhi,North,33.2,22.8,45.2,82.0,12.3,Rain
2024-09-18,Delhi,North,35.4,22.6,0.0,77.2,21.1,Clear
2024-09-19,Delhi,North,35.6,25.1,20.5,79.6,16.3,Rain
2024-09-20,Delhi,North,33.4,22.5,78.3,83.7,8.6,Heavy Rain
2024-09-21,Delhi,North,33.5,24.9,145.8,84.7,12.9,Heavy Rain
2024-09-22,Delhi,North,34.8,24.7,0.0,73.0,3.6,Clear
2024-09-23,Delhi,North,34.8,23.2,0.0,65.0,13.4,Clear
2024-09-24,Delhi,North,31.7,21.9,0.0,58.1,3.9,Clear
2024-09-25,Delhi,North,34.0,24.2,30.9,80.0,22.8,Rain
2024-09-26,Delhi,North,37.4,25.2,46.4,75.8,9.0,Rain
2024-09-27,Delhi,North,31.4,20.7,56.5,75.0,14.1,Rain
2024-09-28,Delhi,North,32.2,22.6,37.1,67.5,15.1,Rain
2024-09-29,Delhi,North,32.6,23.5,0.0,79.2,4.6,Clear
2024-09-30,Delhi,North,34.6,23.4,191.7,85.2,8.7,Heavy Rain
2024-10-01,Delhi,North,33.4,21.5,0.0,50.8,5.8,Clear
2024-10-02,Delhi,North,34.3,23.0,0.0,46.8,14.5,Clear
2024-10-03,Delhi,North,35.7,23.5,0.0,48.7,5.9,Clear
2024-10-04,Delhi,North,31.1,20.2,0.0,58.5,6.9,Clear
2024-10-05,Delhi,North,29.4,17.5,0.0,47.4,18.9,Clear
2024-10-06,Delhi,North,33.5,22.0,11.0,71.0,13.7,Rain
2024-10-07,Delhi,North,30.4,21.5,0.0,38.8,4.9,Clear
2024-10-08,Delhi,North,30.8,19.7,0.0,54.2,5.9,Clear
2024-10-09,Delhi,North,31.5,19.6,0.0,46.9,7.3,Clear
2024-10-10,Delhi,North,30.7,20.6,0.0,47.7,3.6,Clear
2024-10-11,Delhi,North,30.2,16.5,0.0,55.6,10.1,Clear
2024-10-12,Delhi,North,30.0,17.8,0.0,48.9,6.9,Clear
2024-10-13,Delhi,North,30.6,20.5,0.0,51.2,9.6,Clear
2024-10-14,Delhi,North,31.5,19.1,0.0,51.3,1.3,Clear
2024-10-15,Delhi,North,28.3,17.3,0.0,44.4,8.0,Clear
2024-10-16,Delhi,North,27.0,14.1,0.0,51.2,6.4,Clear
2024-10-17,Delhi,North,28.1,18.0,11.3,63.3,15.0,Rain
2024-10-18,Delhi,North,28.6,18.0,0.0,48.7,8.7,Clear
2024-10-19,Delhi,North,31.6,20.7,0.0,60.4,3.2,Clear
2024-10-20,Delhi,North,25.3,14.6,0.0,57.9,4.5,Clear
2024-10-21,Delhi,North,31.2,20.7,9.2,63.9,11.0,Light Rain
2024-10-22,Delhi,North,29.7,18.5,0.0,54.9,1.7,Clear
2024-10-23,Delhi,North,30.8,20.7,41.0,57.8,15.4,Rain
2024-10-24,Delhi,North,27.0,17.4,0.0,56.7,14.4,Clear
2024-10-25,Delhi,North,29.4,16.2,0.0,68.7,18.5,Clear
2024-10-26,Delhi,North,26.3,16.3,0.0,61.0,15.7,Clear
2024-10-27,Delhi,North,26.8,15.0,27.5,57.7,17.2,Rain
2024-10-28,Delhi,North,28.5,17.9,0.0,54.7,11.9,Clear
2024-10-29,Delhi,North,26.8,17.8,0.0,43.2,6.6,Clear
2024-10-30,Delhi,North,25.1,16.0,0.0,58.6,7.6,Clear
2024-10-31,Delhi,North,27.7,14.7,16.1,59.6,20.9,Rain
2024-11-01,Delhi,North,23.3,11.7,0.0,57.4,17.5,Clear
2024-11-02,Delhi,North,27.7,14.7,0.0,46.8,22.5,Clear
2024-11-03,Delhi,North,25.4,13.4,0.0,55.5,16.9,Clear
2024-11-04,Delhi,North,26.4,16.0,0.0,49.2,10.0,Clear
2024-11-05,Delhi,North,27.9,15.5,0.0,60.6,8.4,Clear
2024-11-06,Delhi,North,25.5,14.4,0.0,30.5,6.7,Clear
2024-11-07,Delhi,North,27.1,12.7,0.0,46.5,3.7,Clear
2024-11-08,Delhi,North,27.1,15.8,0.0,67.8,11.4,Clear
2024-11-09,Delhi,North,23.8,14.5,0.0,43.0,10.8,Clear
2024-11-10,Delhi,North,24.2,13.0,0.0,43.0,7.9,Clear
2024-11-11,Delhi,North,26.8,14.7,0.0,47.9,10.9,Clear
2024-11-12,Delhi,North,25.3,12.9,0.0,46.7,12.9,Clear
2024-11-13,Delhi,North,24.8,15.4,0.0,55.4,12.2,Clear
2024-11-14,Delhi,North,24.1,13.8,0.0,49.1,7.6,Clear
2024-11-15,Delhi,North,23.3,13.7,0.0,43.6,8.1,Clear
2024-11-16,Delhi,North,23.9,10.9,0.0,64.2,10.1,Clear
2024-11-17,Delhi,North,21.7,12.3,0.0,52.2,11.0,Clear
2024-11-18,Delhi,North,21.6,11.5,0.0,47.8,15.0,Clear
2024-11-19,Delhi,North,21.7,11.2,0.0,64.2,2.5,Clear
2024-11-20,Delhi,North,21.1,10.3,0.0,68.6,3.6,Clear
2024-11-21,Delhi,North,25.0,11.0,0.0,58.6,15.7,Clear
2024-11-22,Delhi,North,25.0,13.9,0.0,49.3,5.4,Clear
2024-11-23,Delhi,North,25.3,13.2,0.0,69.5,3.1,Clear
2024-11-24,Delhi,North,19.2,9.2,0.0,46.4,3.7,Clear
2024-11-25,Delhi,North,23.0,11.7,0.0,45.8,4.9,Clear
2024-11-26,Delhi,North,22.4,9.8,0.0,44.5,7.2,Clear
2024-11-27,Delhi,North,22.9,11.2,0.0,61.9,8.6,Clear
2024-11-28,Delhi,North,27.1,15.4,0.0,49.8,4.7,Clear
2024-11-29,Delhi,North,21.0,8.2,0.0,58.6,2.5,Clear
2024-11-30,Delhi,North,23.1,11.0,0.0,40.3,3.1,Clear
2024-12-01,Delhi,North,19.8,10.1,0.0,63.1,4.7,Clear
2024-12-02,Delhi,North,22.1,9.2,0.0,62.7,5.7,Clear
2024-12-03,Delhi,North,16.6,6.6,0.0,55.8,12.8,Clear
2024-12-04,Delhi,North,23.5,14.8,0.0,51.3,13.0,Clear
2024-12-05,Delhi,North,19.8,8.9,0.0,46.3,9.2,Clear
2024-12-06,Delhi,North,19.1,7.8,9.3,53.9,15.7,Light Rain
2024-12-07,Delhi,North,20.2,10.5,0.0,57.3,1.7,Clear
2024-12-08,Delhi,North,22.0,11.2,0.0,54.2,9.1,Clear
2024-12-09,Delhi,North,20.7,9.3,0.0,66.3,7.5,Clear
2024-12-10,Delhi,North,17.8,9.7,0.0,49.4,5.5,Clear
2024-12-11,Delhi,North,19.0,7.3,0.0,46.6,13.2,Clear
2024-12-12,Delhi,North,20.2,9.3,0.0,60.4,8.5,Clear
2024-12-13,Delhi,North,20.4,9.3,0.0,48.0,11.4,Clear
2024-12-14,Delhi,North,16.7,3.9,0.0,59.9,20.1,Clear
2024-12-15,Delhi,North,20.4,7.0,0.0,44.2,14.9,Clear
2024-12-16,Delhi,North,19.2,8.1,0.0,58.0,1.9,Clear
2024-12-17,Delhi,North,20.0,8.6,0.0,47.3,3.1,Clear
2024-12-18,Delhi,North,20.1,9.3,0.0,55.0,2.6,Clear
2024-12-19,Delhi,North,21.0,10.1,0.0,30.5,3.0,Clear
2024-12-20,Delhi,North,23.4,10.4,0.0,62.9,12.0,Clear
2024-12-21,Delhi,North,18.3,6.9,0.0,37.5,7.1,Clear
2024-12-22,Delhi,North,20.6,10.6,0.0,39.9,18.5,Clear
2024-12-23,Delhi,North,20.3,8.8,0.0,38.2,8.0,Clear
2024-12-24,Delhi,North,18.5,7.5,0.0,55.1,14.3,Clear
2024-12-25,Delhi,North,20.1,9.6,0.0,52.5,5.5,Clear
2024-12-26,Delhi,North,19.1,8.3,0.0,64.9,2.5,Clear
2024-12-27,Delhi,North,19.0,9.0,0.0,43.9,9.8,Clear
2024-12-28,Delhi,North,16.6,6.1,0.0,61.1,8.9,Clear
2024-12-29,Delhi,North,18.2,6.6,0.0,43.6,17.3,Clear
2024-12-30,Delhi,North,17.0,6.3,0.0,53.1,32.2,Clear
2024-12-31,Delhi,North,20.1,8.9,0.0,53.9,15.9,Clear
2022-01-01,Mumbai,West,21.8,15.8,0.0,55.9,21.9,Clear
2022-01-02,Mumbai,West,28.6,22.5,0.0,47.6,9.0,Clear
2022-01-03,Mumbai,West,28.6,22.2,7.2,71.9,21.2,Light Rain
2022-01-04,Mumbai,West,28.9,20.6,0.0,34.7,13.5,Clear
2022-01-05,Mumbai,West,26.0,16.7,0.0,65.8,17.5,Clear
2022-01-06,Mumbai,West,27.8,20.5,0.0,50.7,9.0,Clear
2022-01-07,Mumbai,West,23.6,16.1,0.0,48.6,0.9,Clear
2022-01-08,Mumbai,West,26.9,19.6,0.0,50.2,11.0,Clear
2022-01-09,Mumbai,West,27.1,21.5,0.0,46.2,11.5,Clear
2022-01-10,Mumbai,West,22.4,17.4,0.0,38.1,5.1,Clear
2022-01-11,Mumbai,West,27.8,19.6,0.9,50.8,17.9,Light Rain
2022-01-12,Mumbai,West,26.4,19.8,0.0,54.9,3.4,Clear
2022-01-13,Mumbai,West,24.3,16.6,0.0,54.4,5.7,Clear
2022-01-14,Mumbai,West,23.2,17.6,0.0,52.7,3.6,Clear
2022-01-15,Mumbai,West,28.0,18.1,0.0,58.4,27.2,Clear
2022-01-16,Mumbai,West,26.7,21.0,0.0,43.3,16.9,Clear
2022-01-17,Mumbai,West,32.0,23.2,0.0,36.2,21.0,Clear
2022-01-18,Mumbai,West,26.2,19.6,0.0,59.8,11.3,Clear
2022-01-19,Mumbai,West,26.0,20.1,0.0,51.4,18.0,Clear
2022-01-20,Mumbai,West,28.3,20.4,0.0,41.3,17.2,Clear
2022-01-21,Mumbai,West,23.8,16.4,0.0,48.5,14.1,Clear
2022-01-22,Mumbai,West,24.2,19.2,0.0,62.6,8.0,Clear
2022-01-23,Mumbai,West,24.8,19.2,0.0,57.9,17.4,Clear
2022-01-24,Mumbai,West,25.5,19.6,0.0,58.8,3.8,Clear
2022-01-25,Mumbai,West,29.0,20.0,0.0,58.5,9.0,Clear
2022-01-26,Mumbai,West,25.1,19.6,0.0,37.4,28.7,Clear
2022-01-27,Mumbai,West,28.8,22.1,0.0,56.5,4.1,Clear
2022-01-28,Mumbai,West,26.7,20.9,0.0,43.0,6.2,Clear
2022-01-29,Mumbai,West,28.6,22.3,0.0,52.2,6.6,Clear
2022-01-30,Mumbai,West,32.6,22.6,0.0,50.2,13.6,Clear
2022-01-31,Mumbai,West,26.1,18.8,0.0,48.6,3.4,Clear
2022-02-01,Mumbai,West,25.6,19.3,0.0,38.9,4.1,Clear
2022-02-02,Mumbai,West,25.5,19.2,0.0,43.8,11.7,Clear
2022-02-03,Mumbai,West,27.2,19.0,0.0,50.2,3.2,Clear
2022-02-04,Mumbai,West,30.3,24.0,0.0,66.8,2.8,Clear
2022-02-05,Mumbai,West,26.9,18.5,0.0,44.0,3.6,Clear
2022-02-06,Mumbai,West,25.5,20.5,0.0,69.8,0.4,Clear
2022-02-07,Mumbai,West,28.7,23.1,0.0,52.8,7.5,Clear
2022-02-08,Mumbai,West,30.4,23.5,0.0,63.5,17.1,Clear
2022-02-09,Mumbai,West,28.9,21.7,0.0,54.5,4.7,Clear
2022-02-10,Mumbai,West,27.5,21.3,0.0,51.1,7.2,Clear
2022-02-11,Mumbai,West,27.0,19.0,0.0,61.6,25.2,Clear
2022-02-12,Mumbai,West,26.1,20.2,0.0,63.8,5.0,Clear
2022-02-13,Mumbai,West,26.7,19.7,2.0,57.8,29.3,Light Rain
2022-02-14,Mumbai,West,25.9,17.2,0.0,44.1,4.3,Clear
2022-02-15,Mumbai,West,26.0,21.0,0.0,62.3,7.2,Clear
2022-02-16,Mumbai,West,27.5,22.3,0.0,65.7,4.6,Clear
2022-02-17,Mumbai,West,25.9,19.5,0.0,58.6,19.7,Clear
2022-02-18,Mumbai,West,27.6,21.4,0.0,35.8,17.3,Clear
2022-02-19,Mumbai,West,29.3,22.9,0.0,57.7,3.3,Clear
2022-02-20,Mumbai,West,26.0,21.0,0.0,49.3,3.9,Clear
2022-02-21,Mumbai,West,29.0,20.1,0.0,47.1,8.7,Clear
2022-02-22,Mumbai,West,28.5,22.2,2.5,45.3,14.0,Light Rain
2022-02-23,Mumbai,West,27.8,19.7,4.0,48.8,8.8,Light Rain
2022-02-24,Mumbai,West,28.3,22.0,0.0,52.8,15.2,Clear
2022-02-25,Mumbai,West,26.0,20.0,0.0,45.8,14.2,Clear
2022-02-26,Mumbai,West,28.1,19.4,0.0,48.9,9.6,Clear
2022-02-27,Mumbai,West,25.9,20.5,0.0,50.6,10.6,Clear
2022-02-28,Mumbai,West,27.9,21.3,0.0,39.6,6.5,Clear
2022-03-01,Mumbai,West,28.0,21.7,3.1,58.6,21.4,Light Rain
2022-03-02,Mumbai,West,25.4,18.4,0.0,46.2,5.9,Clear
2022-03-03,Mumbai,West,28.7,19.8,0.0,44.5,13.3,Clear
2022-03-04,Mumbai,West,26.2,19.2,0.0,37.9,6.4,Clear
2022-03-05,Mumbai,West,27.1,21.9,0.0,45.3,7.1,Clear
2022-03-06,Mumbai,West,26.5,19.2,0.0,27.9,8.4,Clear
2022-03-07,Mumbai,West,28.6,19.8,0.0,34.0,4.5,Clear
2022-03-08,Mumbai,West,31.7,24.7,0.0,49.0,5.4,Clear
2022-03-09,Mumbai,West,29.0,21.5,0.0,48.1,3.6,Clear
2022-03-10,Mumbai,West,29.7,21.4,0.0,45.9,10.7,Clear
2022-03-11,Mumbai,West,25.3,20.0,0.0,43.0,8.7,Clear
2022-03-12,Mumbai,West,31.4,22.8,0.0,52.2,8.3,Clear
2022-03-13,Mumbai,West,26.0,19.3,0.0,35.3,11.9,Clear
2022-03-14,Mumbai,West,27.9,19.6,0.0,59.9,6.3,Clear
2022-03-15,Mumbai,West,26.6,20.1,0.0,49.8,5.1,Clear
2022-03-16,Mumbai,West,29.1,22.1,1.2,50.4,21.9,Light Rain
2022-03-17,Mumbai,West,24.0,17.3,0.0,57.1,28.0,Clear
2022-03-18,Mumbai,West,30.0,22.1,0.0,49.8,3.6,Clear
2022-03-19,Mumbai,West,28.9,21.6,0.0,53.9,11.2,Clear
2022-03-20,Mumbai,West,29.1,23.5,1.4,52.6,21.4,Light Rain
2022-03-21,Mumbai,West,28.7,22.2,0.0,50.9,3.9,Clear
2022-03-22,Mumbai,West,27.0,22.0,0.0,42.3,4.0,Clear
2022-03-23,Mumbai,West,30.2,21.5,0.0,51.5,10.5,Clear
2022-03-24,Mumbai,West,29.9,23.4,0.0,47.5,10.1,Clear
2022-03-25,Mumbai,West,31.1,24.3,0.0,43.4,5.2,Clear
2022-03-26,Mumbai,West,28.7,23.7,0.0,56.0,5.2,Clear
2022-03-27,Mumbai,West,28.1,23.1,0.0,59.4,2.6,Clear
2022-03-28,Mumbai,West,29.9,22.9,0.0,42.0,22.7,Clear
2022-03-29,Mumbai,West,31.1,24.2,0.0,53.1,4.0,Clear
2022-03-30,Mumbai,West,31.9,25.2,0.0,53.8,13.3,Clear
2022-03-31,Mumbai,West,28.6,22.9,0.0,50.5,12.6,Clear
2022-04-01,Mumbai,West,30.1,23.9,0.0,42.4,5.0,Clear
2022-04-02,Mumbai,West,29.0,23.6,0.0,56.8,1.0,Clear
2022-04-03,Mumbai,West,31.5,25.0,0.0,49.6,16.1,Clear
2022-04-04,Mumbai,West,35.5,28.2,0.0,47.3,13.5,Clear
2022-04-05,Mumbai,West,31.0,22.3,0.0,49.7,6.4,Clear
2022-04-06,Mumbai,West,30.4,24.0,0.0,44.5,9.3,Clear
2022-04-07,Mumbai,West,30.8,22.6,0.0,47.4,11.5,Clear
2022-04-08,Mumbai,West,29.9,24.9,2.1,43.9,8.8,Light Rain
2022-04-09,Mumbai,West,28.7,21.7,0.0,47.3,5.9,Clear
2022-04-10,Mumbai,West,26.4,21.3,0.0,49.2,14.1,Clear
2022-04-11,Mumbai,West,30.8,23.3,1.7,54.4,10.5,Light Rain
2022-04-12,Mumbai,West,30.5,23.6,0.0,47.5,5.3,Clear
2022-04-13,Mumbai,West,27.2,19.9,0.0,54.1,2.1,Clear
2022-04-14,Mumbai,West,29.9,22.8,0.0,45.3,6.6,Clear
2022-04-15,Mumbai,West,30.0,23.0,0.0,47.6,13.9,Clear
2022-04-16,Mumbai,West,32.2,22.3,0.0,45.6,15.8,Clear
2022-04-17,Mumbai,West,31.0,22.0,0.0,49.0,9.5,Clear
2022-04-18,Mumbai,West,30.8,24.4,0.0,51.1,2.3,Clear
2022-04-19,Mumbai,West,32.2,24.4,0.0,59.7,7.2,Clear
2022-04-20,Mumbai,West,32.9,26.0,0.0,46.7,3.5,Clear
2022-04-21,Mumbai,West,31.0,21.0,0.0,57.0,6.3,Clear
2022-04-22,Mumbai,West,31.1,23.4,0.0,54.3,19.2,Clear
2022-04-23,Mumbai,West,31.2,22.8,0.0,47.8,10.6,Clear
2022-04-24,Mumbai,West,34.3,24.5,0.0,49.1,2.0,Clear
2022-04-25,Mumbai,West,30.7,22.7,0.0,43.8,20.1,Clear
2022-04-26,Mumbai,West,29.9,24.4,0.0,44.7,4.8,Clear
2022-04-27,Mumbai,West,28.5,21.1,0.0,51.5,11.7,Clear
2022-04-28,Mumbai,West,30.3,23.4,0.0,50.1,6.2,Clear
2022-04-29,Mumbai,West,32.6,25.1,0.0,53.3,7.8,Clear
2022-04-30,Mumbai,West,33.0,24.8,0.0,34.6,19.3,Clear
2022-05-01,Mumbai,West,32.5,27.2,0.0,47.1,6.3,Clear
2022-05-02,Mumbai,West,31.4,25.6,0.0,49.8,7.1,Clear
2022-05-03,Mumbai,West,31.0,22.5,0.0,58.5,2.5,Clear
2022-05-04,Mumbai,West,33.3,25.3,0.0,47.2,16.7,Clear
2022-05-05,Mumbai,West,29.2,23.6,0.0,59.3,14.5,Clear
2022-05-06,Mumbai,West,31.0,26.0,0.0,47.7,11.3,Clear
2022-05-07,Mumbai,West,32.7,26.3,0.0,33.1,8.4,Clear
2022-05-08,Mumbai,West,33.3,25.0,0.0,42.6,3.2,Clear
2022-05-09,Mumbai,West,32.9,24.9,0.0,51.4,3.8,Clear
2022-05-10,Mumbai,West,33.2,26.1,0.0,51.5,16.5,Clear
2022-05-11,Mumbai,West,32.1,24.7,0.0,54.6,15.8,Clear
2022-05-12,Mumbai,West,31.2,23.0,0.0,52.9,4.5,Clear
2022-05-13,Mumbai,West,32.3,25.8,0.0,59.0,19.6,Clear
2022-05-14,Mumbai,West,31.3,23.8,0.0,43.6,9.0,Clear
2022-05-15,Mumbai,West,35.0,28.2,0.0,53.1,9.7,Clear
2022-05-16,Mumbai,West,33.7,24.8,0.0,57.7,12.3,Clear
2022-05-17,Mumbai,West,35.0,28.3,0.0,49.4,9.7,Clear
2022-05-18,Mumbai,West,32.9,26.2,0.0,49.3,12.1,Clear
2022-05-19,Mumbai,West,31.1,24.0,0.0,63.7,9.2,Clear
2022-05-20,Mumbai,West,34.4,27.3,0.0,41.4,4.4,Clear
2022-05-21,Mumbai,West,29.9,24.1,0.0,53.9,8.3,Clear
2022-05-22,Mumbai,West,36.1,27.5,0.0,43.9,7.5,Clear
2022-05-23,Mumbai,West,35.8,28.5,0.0,44.1,6.9,Clear
2022-05-24,Mumbai,West,29.5,22.6,13.6,49.0,11.1,Rain
2022-05-25,Mumbai,West,31.8,24.9,0.0,43.2,14.4,Clear
2022-05-26,Mumbai,West,33.5,27.4,0.0,47.7,7.8,Clear
2022-05-27,Mumbai,West,33.3,28.0,0.0,49.0,3.2,Clear
2022-05-28,Mumbai,West,32.7,26.0,0.0,47.7,15.0,Clear
2022-05-29,Mumbai,West,37.5,28.0,0.0,62.0,6.6,Clear
2022-05-30,Mumbai,West,32.5,26.0,0.0,31.7,10.2,Clear
2022-05-31,Mumbai,West,30.1,24.1,0.9,51.1,10.8,Light Rain
2022-06-01,Mumbai,West,32.7,24.1,23.7,57.8,10.5,Rain
2022-06-02,Mumbai,West,36.4,27.0,4.4,53.4,15.8,Light Rain
2022-06-03,Mumbai,West,32.5,24.7,9.6,57.3,12.1,Light Rain
2022-06-04,Mumbai,West,31.2,26.2,19.1,61.0,11.4,Rain
2022-06-05,Mumbai,West,30.5,23.0,51.4,72.9,10.9,Rain
2022-06-06,Mumbai,West,33.7,26.8,41.2,58.7,12.6,Rain
2022-06-07,Mumbai,West,34.2,26.2,9.0,65.7,7.3,Light Rain
2022-06-08,Mumbai,West,34.2,27.7,17.4,51.6,16.1,Rain
2022-06-09,Mumbai,West,36.9,29.2,17.5,55.8,16.2,Rain
2022-06-10,Mumbai,West,36.5,27.9,9.2,60.2,19.8,Light Rain
2022-06-11,Mumbai,West,35.6,29.4,15.7,64.2,8.3,Rain
2022-06-12,Mumbai,West,31.8,24.0,9.2,62.4,19.1,Light Rain
2022-06-13,Mumbai,West,31.5,23.1,47.2,69.4,9.4,Rain
2022-06-14,Mumbai,West,32.5,26.4,20.2,51.4,6.6,Rain
2022-06-15,Mumbai,West,34.6,29.4,10.1,54.1,7.1,Rain
2022-06-16,Mumbai,West,33.3,26.1,9.2,70.5,10.0,Light Rain
2022-06-17,Mumbai,West,33.2,24.4,3.7,77.6,16.6,Light Rain
2022-06-18,Mumbai,West,30.8,22.9,32.3,60.3,12.3,Rain
2022-06-19,Mumbai,West,34.6,29.0,0.0,52.6,7.2,Clear
2022-06-20,Mumbai,West,34.8,26.8,0.0,51.8,7.9,Clear
2022-06-21,Mumbai,West,33.4,27.2,17.2,74.5,17.7,Rain
2022-06-22,Mumbai,West,30.6,24.1,20.5,55.7,26.4,Rain
2022-06-23,Mumbai,West,33.8,27.9,119.4,56.7,16.8,Heavy Rain
2022-06-24,Mumbai,West,34.2,26.4,10.8,67.3,12.9,Rain
2022-06-25,Mumbai,West,35.1,28.0,55.1,65.5,14.8,Rain
2022-06-26,Mumbai,West,35.0,28.3,0.0,54.7,11.9,Clear
2022-06-27,Mumbai,West,32.0,25.3,10.9,74.8,13.8,Rain
2022-06-28,Mumbai,West,34.0,29.0,0.0,51.1,26.8,Clear
2022-06-29,Mumbai,West,33.8,27.0,0.0,57.5,5.5,Clear
2022-06-30,Mumbai,West,35.8,26.8,0.0,45.1,4.2,Clear
2022-07-01,Mumbai,West,34.2,25.8,164.5,85.7,12.3,Heavy Rain
2022-07-02,Mumbai,West,33.1,26.8,218.2,75.6,24.8,Heavy Rain
2022-07-03,Mumbai,West,34.0,26.7,19.2,98.3,10.4,Rain
2022-07-04,Mumbai,West,35.1,27.4,56.3,87.9,18.4,Rain
2022-07-05,Mumbai,West,34.6,26.6,67.6,83.8,12.7,Heavy Rain
2022-07-06,Mumbai,West,32.7,25.6,10.2,84.8,13.3,Rain
2022-07-07,Mumbai,West,32.4,24.6,0.0,71.1,11.7,Clear
2022-07-08,Mumbai,West,36.1,27.3,62.2,79.9,11.3,Rain
2022-07-09,Mumbai,West,30.9,25.4,147.9,80.9,8.2,Heavy Rain
2022-07-10,Mumbai,West,30.7,25.0,0.0,69.0,10.3,Clear
2022-07-11,Mumbai,West,37.7,27.9,33.3,84.0,13.8,Rain
2022-07-12,Mumbai,West,34.4,28.0,128.0,67.7,9.4,Heavy Rain
2022-07-13,Mumbai,West,33.6,25.8,15.6,73.7,10.3,Rain
2022-07-14,Mumbai,West,35.2,26.9,0.0,60.5,4.7,Clear
2022-07-15,Mumbai,West,36.4,28.9,312.4,72.4,16.5,Heavy Rain
2022-07-16,Mumbai,West,33.3,24.9,76.3,85.0,16.6,Heavy Rain
